genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance_score,tree_vigor_score,yield_kg_per_tree,days_to_maturity,fruit_length_mm,fruit_width_mm
MNG-2020-0002,mango,Hoedspruit_A,2025-2026,2,B3,14,14,2026-01-31,TM_03,,13.1,4.0,5.76,5.0,5.0,72.45,158.06,86.48,73.76
MNG-2020-0002,mango,Hoedspruit_A,2025-2026,3,B3,2,7,2026-01-23,TM_01,348.29,14.83,5.0,5.11,3.0,6.0,82.06,162.86,66.12,71.78
MNG-2020-0003,mango,Hoedspruit_A,2025-2026,1,B1,6,16,2026-01-21,JN_01,305.06,13.36,6.0,3.64,4.0,5.0,62.57,115.63,123.9,81.53
MNG-2020-0003,mango,Hoedspruit_A,2025-2026,2,B3,18,24,2026-03-12,TM_01,273.05,14.91,6.0,3.89,4.0,,91.68,138.76,,85.27
MNG-2020-0003,mango,Hoedspruit_A,2025-2026,3,B1,6,16,2026-03-02,TM_02,292.98,14.19,4.0,4.28,4.0,5.0,89.9,125.01,120.84,89.93
MNG-2020-0004,mango,Hoedspruit_A,2025-2026,1,B1,3,22,2026-02-27,TM_01,361.89,17.67,5.0,8.68,4.0,5.0,97.46,140.65,82.63,67.46
MNG-2020-0004,mango,Hoedspruit_A,2025-2026,2,B1,5,12,2026-02-23,TM_02,380.11,18.43,6.0,8.31,4.0,5.0,74.32,127.55,76.55,72.79
MNG-2020-0004,mango,Hoedspruit_A,2025-2026,3,B3,2,28,2026-02-05,TM_02,379.73,16.03,6.0,7.6,6.0,5.0,70.97,116.59,93.69,66.74
MNG-2020-0005,mango,Hoedspruit_A,2025-2026,1,B2,11,19,2026-01-18,JN_01,339.24,14.24,6.0,3.9,7.0,5.0,93.03,125.45,123.65,74.66
MNG-2020-0005,mango,Hoedspruit_A,2025-2026,2,B4,16,28,2026-02-15,JN_01,360.69,17.4,6.0,5.25,7.0,6.0,78.46,135.96,114.85,64.72
MNG-2020-0005,mango,Hoedspruit_A,2025-2026,3,B3,6,26,2026-02-15,TM_03,331.7,17.01,6.0,3.15,,6.0,98.62,135.62,139.13,80.03
MNG-2020-0006,mango,Hoedspruit_A,2025-2026,1,B2,14,18,2026-03-14,TM_01,306.51,14.43,5.0,3.81,6.0,5.0,120.86,142.87,117.33,79.12
MNG-2020-0006,mango,Hoedspruit_A,2025-2026,2,B4,6,13,2026-03-02,TM_03,262.35,17.29,7.0,3.86,6.0,9.0,115.1,169.84,107.5,81.33
MNG-2020-0006,mango,Hoedspruit_A,2025-2026,3,B1,15,13,2026-02-05,JN_01,282.55,18.25,5.0,2.67,7.0,3.0,129.89,151.35,120.75,80.41
MNG-2020-0007,mango,Hoedspruit_A,2025-2026,1,B1,15,27,2026-03-15,TM_03,289.58,14.46,5.0,2.48,7.0,7.0,77.96,123.66,109.15,99.54
MNG-2020-0007,mango,Hoedspruit_A,2025-2026,2,B1,10,10,2026-02-21,TM_02,227.21,13.83,6.0,2.79,8.0,8.0,69.74,137.61,118.29,85.09
MNG-2020-0008,mango,Hoedspruit_A,2025-2026,1,B2,10,13,2026-01-19,TM_03,309.35,16.36,7.0,1.51,3.0,6.0,78.91,151.49,116.75,55.31
MNG-2020-0008,mango,Hoedspruit_A,2025-2026,2,B1,17,24,2026-02-24,JN_01,284.34,15.75,8.0,2.8,4.0,5.0,62.0,143.62,115.4,69.6
MNG-2020-0008,mango,Hoedspruit_A,2025-2026,3,B2,13,28,2026-03-10,TM_01,313.19,14.76,8.0,2.56,2.0,5.0,83.0,149.91,117.03,72.73
MNG-2020-0009,mango,Hoedspruit_A,2025-2026,1,B1,18,9,2026-03-10,TM_03,401.73,16.92,6.0,-4.45,4.0,6.0,118.8,149.14,87.19,90.31
MNG-2020-0009,mango,Hoedspruit_A,2025-2026,2,B1,7,27,2026-02-05,TM_02,294.6,14.38,8.0,2.36,4.0,6.0,95.18,140.76,78.36,86.34
MNG-2020-0009,mango,Hoedspruit_A,2025-2026,3,B4,15,24,2026-02-06,TM_03,397.29,14.55,8.0,4.07,5.0,6.0,122.55,133.67,74.02,90.0
MNG-2020-0010,mango,Hoedspruit_A,2025-2026,2,B4,2,21,2026-01-16,TM_01,364.73,16.52,3.0,5.11,4.0,5.0,105.04,136.36,94.05,86.82
MNG-2020-0010,mango,Hoedspruit_A,2025-2026,3,B2,14,25,2026-01-21,TM_03,354.41,16.29,3.0,6.27,4.0,4.0,120.31,149.57,91.6,99.34
MNG-2020-0011,mango,Hoedspruit_A,2025-2026,1,B1,15,11,2026-02-07,TM_03,406.81,15.15,5.0,2.35,4.0,4.0,83.91,157.15,79.2,50.75
MNG-2020-0011,mango,Hoedspruit_A,2025-2026,3,B4,3,11,2026-02-04,JN_01,347.82,17.38,6.0,2.69,6.0,4.0,106.72,157.38,94.55,45.87
MNG-2020-0012,mango,Hoedspruit_A,2025-2026,1,B1,9,9,2026-03-06,JN_01,401.34,21.14,,1.97,5.0,5.0,94.56,126.79,123.09,93.26
MNG-2020-0012,mango,Hoedspruit_A,2025-2026,2,B3,7,14,2026-02-10,TM_02,395.32,22.53,5.0,2.32,5.0,5.0,90.07,128.33,119.54,86.83
MNG-2020-0012,mango,Hoedspruit_A,2025-2026,3,B2,7,21,2026-02-26,TM_03,413.76,21.2,5.0,0.17,4.0,5.0,90.49,132.98,110.23,78.97
MNG-2020-0013,mango,Hoedspruit_A,2025-2026,1,B3,3,28,2026-01-16,TM_02,284.94,19.34,8.0,4.34,5.0,6.0,106.03,,104.01,80.43
MNG-2020-0013,mango,Hoedspruit_A,2025-2026,2,B4,4,5,2026-01-17,TM_02,290.12,17.44,8.0,4.39,3.0,6.0,118.09,123.57,120.8,86.15
MNG-2020-0013,mango,Hoedspruit_A,2025-2026,3,B4,10,1,2026-01-23,TM_03,328.75,17.53,9.0,3.92,4.0,5.0,93.41,116.97,115.21,78.18
MNG-2020-0014,mango,Hoedspruit_A,2025-2026,1,B4,15,6,2026-01-26,JN_01,443.46,16.94,9.0,3.44,5.0,5.0,60.26,131.43,130.9,76.61
MNG-2020-0014,mango,Hoedspruit_A,2025-2026,2,B1,10,16,2026-02-28,TM_02,425.54,16.11,7.0,1.45,6.0,5.0,73.71,146.08,139.65,74.93
MNG-2020-0014,mango,Hoedspruit_A,2025-2026,3,B1,10,28,2026-02-02,TM_03,463.37,17.69,8.0,2.8,6.0,6.0,74.65,141.04,133.55,80.78
MNG-2020-0015,mango,Hoedspruit_A,2025-2026,1,B4,5,3,2026-02-07,TM_02,292.58,17.7,5.0,5.64,5.0,3.0,55.14,138.96,122.56,66.36
MNG-2020-0015,mango,Hoedspruit_A,2025-2026,2,B2,5,19,2026-03-09,TM_03,292.56,16.47,5.0,4.03,5.0,3.0,57.54,147.33,103.95,54.67
MNG-2020-0015,mango,Hoedspruit_A,2025-2026,3,B2,10,23,2026-02-04,TM_03,340.1,,4.0,3.77,4.0,5.0,63.25,162.3,111.96,62.85
MNG-2020-0016,mango,Hoedspruit_A,2025-2026,1,B1,2,3,2026-02-01,TM_02,389.33,16.23,6.0,4.37,5.0,6.0,138.1,149.32,114.67,71.4
MNG-2020-0016,mango,Hoedspruit_A,2025-2026,2,B3,15,23,2026-02-25,TM_01,389.07,16.15,4.0,3.37,4.0,6.0,142.2,141.19,122.29,
MNG-2020-0017,mango,Hoedspruit_A,2025-2026,1,B2,17,2,2026-01-16,TM_03,379.63,16.77,7.0,4.03,6.0,6.0,92.72,149.61,93.25,76.55
MNG-2020-0017,mango,Hoedspruit_A,2025-2026,3,B1,17,27,2026-02-26,TM_02,367.7,17.29,7.0,3.44,4.0,5.0,125.1,163.55,109.95,75.6
MNG-2020-0018,mango,Hoedspruit_A,2025-2026,1,B2,9,13,2026-03-03,TM_01,394.63,17.78,7.0,0.89,3.0,4.0,51.47,125.45,92.89,76.99
MNG-2020-0018,mango,Hoedspruit_A,2025-2026,2,B4,2,12,2026-03-12,JN_01,377.74,17.33,6.0,1.75,5.0,6.0,55.42,126.91,96.87,73.85
MNG-2020-0018,mango,Hoedspruit_A,2025-2026,3,B2,17,15,2026-01-22,TM_01,283.88,17.59,6.0,0.23,5.0,6.0,48.02,120.33,95.76,71.5
MNG-2020-0019,mango,Hoedspruit_A,2025-2026,1,B3,18,10,2026-02-20,JN_01,379.35,17.47,5.0,4.08,8.0,4.0,90.24,136.96,121.53,80.99
MNG-2020-0019,mango,Hoedspruit_A,2025-2026,2,B3,13,6,2026-02-18,TM_02,416.57,15.83,4.0,5.73,6.0,4.0,87.9,134.85,121.91,86.01
MNG-2020-0019,mango,Hoedspruit_A,2025-2026,3,B3,1,25,2026-02-09,TM_03,360.91,17.31,5.0,3.84,6.0,4.0,83.93,137.74,102.0,85.56
MNG-2020-0020,mango,Hoedspruit_A,2025-2026,1,B3,9,29,2026-01-27,TM_03,297.52,17.44,3.0,5.48,5.0,5.0,74.9,141.95,111.52,72.71
MNG-2020-0020,mango,Hoedspruit_A,2025-2026,2,B2,14,17,2026-01-22,JN_01,335.87,17.44,4.0,4.83,6.0,4.0,83.5,141.91,98.26,68.96
MNG-2020-0020,mango,Hoedspruit_A,2025-2026,3,B2,17,28,2026-02-03,TM_03,367.41,18.65,4.0,5.39,5.0,6.0,59.17,145.01,88.39,58.73
MNG-2020-0021,mango,Hoedspruit_A,2025-2026,1,B4,6,1,2026-02-11,TM_02,356.62,20.5,4.0,1.66,3.0,6.0,108.13,152.05,88.14,69.67
MNG-2020-0021,mango,Hoedspruit_A,2025-2026,2,B4,18,16,2026-01-18,TM_01,395.47,17.44,4.0,2.68,3.0,9.0,103.05,141.11,85.64,63.98
MNG-2020-0021,mango,Hoedspruit_A,2025-2026,3,B2,8,4,2026-03-02,TM_01,357.18,19.11,4.0,2.77,3.0,8.0,106.76,145.85,,81.66
MNG-2020-0022,mango,Hoedspruit_A,2025-2026,1,B2,14,17,2026-03-04,TM_01,379.38,16.58,5.0,4.22,4.0,5.0,111.44,151.77,85.83,66.45
MNG-2020-0022,mango,Hoedspruit_A,2025-2026,2,B3,5,14,2026-01-15,JN_01,417.43,16.02,7.0,4.75,6.0,6.0,101.06,158.22,83.37,62.05
MNG-2020-0022,mango,Hoedspruit_A,2025-2026,3,B2,3,28,2026-02-22,TM_01,348.28,17.62,6.0,3.34,5.0,5.0,103.27,151.35,79.55,60.91
MNG-2020-0023,mango,Hoedspruit_A,2025-2026,2,B3,3,7,2026-03-09,JN_01,378.34,17.85,4.0,2.75,5.0,7.0,112.82,151.82,126.01,69.08
MNG-2020-0023,mango,Hoedspruit_A,2025-2026,3,B2,7,6,2026-01-24,TM_03,414.16,19.26,4.0,2.57,5.0,7.0,126.96,147.41,115.61,70.85
MNG-2020-0024,mango,Hoedspruit_A,2025-2026,1,B4,7,23,2026-03-09,TM_01,386.13,15.97,3.0,6.82,1.0,,59.67,143.77,127.32,78.13
MNG-2020-0024,mango,Hoedspruit_A,2025-2026,2,B1,13,28,2026-01-31,TM_01,390.51,14.27,5.0,7.24,9.0,8.0,60.15,150.95,135.56,82.67
MNG-2020-0024,mango,Hoedspruit_A,2025-2026,3,B1,18,18,2026-03-08,JN_01,363.58,15.77,3.0,7.22,6.0,8.0,84.75,147.5,113.81,85.28
MNG-2020-0025,mango,Hoedspruit_A,2025-2026,1,B2,9,24,2026-02-28,TM_01,388.07,17.68,6.0,5.6,7.0,3.0,107.47,138.49,,102.76
MNG-2020-0025,mango,Hoedspruit_A,2025-2026,2,B4,12,10,2026-03-08,TM_02,397.16,18.01,7.0,4.94,5.0,4.0,107.8,135.56,90.42,93.82
MNG-2020-0025,mango,Hoedspruit_A,2025-2026,3,B1,18,24,2026-02-14,TM_01,422.88,18.2,5.0,5.03,7.0,4.0,111.37,138.36,82.26,100.25
MNG-2020-0026,mango,Hoedspruit_A,2025-2026,1,B2,6,8,2026-02-17,TM_02,433.5,19.11,4.0,5.94,5.0,5.0,77.86,137.85,116.55,72.72
MNG-2020-0026,mango,Hoedspruit_A,2025-2026,2,B2,18,7,2026-01-27,JN_01,395.51,19.56,4.0,6.02,5.0,7.0,76.41,136.76,119.22,60.78
MNG-2020-0026,mango,Hoedspruit_A,2025-2026,3,B3,11,11,2026-03-06,TM_02,403.68,19.36,4.0,7.56,4.0,5.0,45.84,139.71,112.55,65.64
MNG-2021-0001,mango,Hoedspruit_A,2025-2026,1,B4,13,2,2026-02-15,TM_03,384.76,15.68,8.0,6.53,5.0,5.0,88.23,157.37,95.16,79.62
MNG-2021-0001,mango,Hoedspruit_A,2025-2026,2,B1,16,24,2026-03-03,TM_02,389.73,17.6,7.0,6.95,4.0,6.0,76.2,138.63,92.76,76.94
MNG-2021-0002,mango,Hoedspruit_A,2025-2026,2,B1,18,12,2026-01-26,TM_03,303.79,13.18,6.0,4.07,2.0,5.0,101.36,147.65,119.04,80.67
MNG-2021-0002,mango,Hoedspruit_A,2025-2026,3,B1,5,11,2026-02-02,TM_02,295.5,14.06,7.0,4.75,3.0,5.0,113.18,159.1,132.28,77.7
MNG-2021-0003,mango,Hoedspruit_A,2025-2026,1,B3,1,9,2026-02-18,TM_03,289.56,14.05,7.0,5.8,6.0,6.0,76.84,125.84,95.04,85.63
MNG-2021-0003,mango,Hoedspruit_A,2025-2026,2,B4,3,7,2026-02-25,TM_02,304.38,16.23,6.0,4.19,6.0,6.0,93.24,120.27,105.09,79.44
MNG-2021-0003,mango,Hoedspruit_A,2025-2026,3,B3,15,20,2026-01-28,TM_03,322.12,14.65,5.0,5.36,8.0,6.0,85.41,139.44,99.49,74.65
MNG-2021-0004,mango,Hoedspruit_A,2025-2026,1,B1,18,18,2026-02-26,TM_01,360.55,16.86,7.0,2.95,3.0,5.0,94.48,132.3,124.71,60.99
MNG-2021-0004,mango,Hoedspruit_A,2025-2026,2,B2,9,4,2026-02-25,TM_02,336.75,16.39,6.0,3.41,3.0,6.0,88.21,141.17,112.6,60.54
MNG-2021-0004,mango,Hoedspruit_A,2025-2026,3,B1,7,28,2026-02-23,JN_01,323.62,14.07,5.0,,4.0,6.0,75.86,138.94,102.93,61.59
MNG-2021-0005,mango,Hoedspruit_A,2025-2026,1,B2,1,10,2026-02-25,TM_01,329.69,19.81,5.0,1.79,2.0,7.0,102.16,148.21,128.14,59.05
MNG-2021-0005,mango,Hoedspruit_A,2025-2026,2,B2,9,14,2026-02-07,JN_01,378.3,18.38,6.0,1.42,2.0,7.0,140.04,141.77,,46.71
MNG-2021-0005,mango,Hoedspruit_A,2025-2026,3,B2,10,1,2026-03-12,TM_02,325.12,21.27,,,2.0,5.0,99.23,130.62,124.07,49.34
MNG-2021-0006,mango,Hoedspruit_A,2025-2026,1,B2,15,4,2026-03-07,TM_03,,19.67,3.0,4.65,3.0,5.0,81.14,160.73,138.75,75.4
MNG-2021-0006,mango,Hoedspruit_A,2025-2026,2,B4,4,2,2026-02-02,TM_01,372.37,19.22,4.0,3.08,3.0,4.0,66.03,147.4,142.89,71.74
MNG-2021-0006,mango,Hoedspruit_A,2025-2026,3,B1,7,21,2026-02-17,TM_02,426.94,19.8,5.0,4.77,4.0,5.0,101.3,154.96,,86.67
MNG-2021-0007,mango,Hoedspruit_A,2025-2026,1,B4,6,29,2026-02-08,JN_01,416.21,18.3,7.0,4.67,8.0,6.0,139.99,163.54,97.31,86.12
MNG-2021-0007,mango,Hoedspruit_A,2025-2026,2,B1,15,23,2026-02-11,TM_01,433.21,17.4,7.0,3.54,6.0,7.0,152.15,156.91,105.53,81.92
MNG-2021-0008,mango,Hoedspruit_A,2025-2026,1,B2,2,3,2026-01-24,TM_01,342.73,16.16,7.0,5.07,6.0,5.0,97.76,131.22,82.61,94.56
MNG-2021-0008,mango,Hoedspruit_A,2025-2026,2,B2,3,11,2026-02-05,TM_02,403.57,14.08,7.0,4.71,6.0,5.0,104.49,147.71,85.51,88.26
MNG-2021-0008,mango,Hoedspruit_A,2025-2026,3,B2,2,28,2026-03-03,TM_01,389.26,17.18,7.0,3.93,4.0,5.0,100.79,140.38,88.02,88.98
MNG-2021-0009,mango,Hoedspruit_A,2025-2026,1,B2,11,7,2026-03-11,TM_02,345.67,15.84,8.0,4.68,4.0,6.0,63.93,120.9,113.78,
MNG-2021-0009,mango,Hoedspruit_A,2025-2026,2,B1,5,27,2026-02-05,TM_02,33.86,13.89,5.0,5.52,3.0,7.0,91.81,131.32,99.48,72.74
MNG-2021-0009,mango,Hoedspruit_A,2025-2026,3,B4,14,10,2026-01-30,JN_01,287.61,12.05,5.0,5.11,4.0,6.0,66.69,135.89,118.97,81.85
MNG-2021-0010,mango,Hoedspruit_A,2025-2026,1,B4,8,15,2026-02-19,TM_01,357.05,13.69,6.0,5.31,3.0,3.0,86.09,137.71,105.33,80.69
MNG-2021-0010,mango,Hoedspruit_A,2025-2026,2,B1,14,27,2026-02-17,TM_03,,14.46,6.0,4.65,1.0,4.0,91.45,140.67,116.37,92.21
MNG-2021-0010,mango,Hoedspruit_A,2025-2026,3,B1,18,27,2026-03-10,TM_02,396.0,13.31,7.0,5.38,2.0,3.0,74.0,152.62,105.66,76.63
MNG-2021-0011,mango,Hoedspruit_A,2025-2026,1,B4,4,6,2026-02-08,TM_02,342.43,17.2,3.0,2.79,5.0,4.0,116.4,133.87,71.49,61.07
MNG-2021-0011,mango,Hoedspruit_A,2025-2026,2,B3,6,28,2026-02-28,JN_01,340.23,16.94,5.0,2.33,1.0,5.0,116.64,126.61,59.81,60.44
MNG-2021-0011,mango,Hoedspruit_A,2025-2026,3,B2,10,7,2026-03-09,TM_01,348.92,19.98,4.0,2.74,2.0,8.0,136.86,148.57,66.56,63.98
MNG-2021-0012,mango,Hoedspruit_A,2025-2026,1,B2,6,27,2026-03-07,TM_02,351.24,15.06,5.0,5.14,4.0,7.0,71.36,120.42,114.27,68.83
MNG-2021-0012,mango,Hoedspruit_A,2025-2026,2,B1,15,29,2026-01-23,TM_03,320.25,15.18,5.0,3.74,4.0,6.0,67.03,134.34,124.34,51.67
MNG-2021-0012,mango,Hoedspruit_A,2025-2026,3,B3,4,19,2026-03-12,JN_01,306.58,15.2,5.0,6.39,4.0,8.0,99.87,144.95,115.97,
MNG-2021-0013,mango,Hoedspruit_A,2025-2026,1,B3,19,22,2026-02-04,JN_01,414.54,16.37,5.0,7.63,4.0,7.0,101.37,144.28,101.73,68.84
MNG-2021-0013,mango,Hoedspruit_A,2025-2026,2,B4,10,21,2026-02-22,TM_01,384.63,16.59,4.0,6.84,4.0,8.0,81.93,133.64,108.23,60.5
MNG-2021-0013,mango,Hoedspruit_A,2025-2026,3,B3,18,10,2026-02-20,TM_03,398.39,17.17,5.0,7.03,2.0,8.0,95.53,121.37,117.85,64.21
MNG-2021-0014,mango,Hoedspruit_A,2025-2026,1,B1,12,21,2026-02-15,TM_01,342.63,17.1,6.0,5.03,7.0,7.0,109.06,158.04,116.71,62.71
MNG-2021-0014,mango,Hoedspruit_A,2025-2026,2,B3,8,27,2026-02-03,JN_01,316.99,15.28,6.0,2.96,7.0,9.0,104.42,145.54,134.71,55.76
MNG-2021-0015,mango,Hoedspruit_A,2025-2026,1,B1,4,28,2026-03-09,JN_01,359.25,14.46,5.0,3.46,3.0,8.0,96.96,,119.42,80.45
MNG-2021-0015,mango,Hoedspruit_A,2025-2026,2,B4,18,14,2026-03-08,TM_02,378.07,14.33,6.0,3.24,4.0,9.0,74.43,152.81,120.32,75.25
MNG-2021-0015,mango,Hoedspruit_A,2025-2026,3,B1,11,27,2026-02-14,TM_03,359.46,15.79,5.0,2.98,5.0,7.0,71.2,148.91,113.48,85.5
MNG-2021-0016,mango,Hoedspruit_A,2025-2026,1,B3,19,20,2026-02-22,TM_01,381.38,17.27,8.0,6.75,6.0,6.0,57.67,140.79,118.2,92.11
MNG-2021-0016,mango,Hoedspruit_A,2025-2026,3,B1,12,3,2026-03-07,TM_01,378.55,18.08,6.0,6.71,5.0,6.0,69.49,126.92,119.49,81.44
MNG-2021-0017,mango,Hoedspruit_A,2025-2026,1,B3,1,22,2026-03-08,JN_01,298.36,17.61,7.0,5.25,5.0,4.0,118.98,-107.06,117.87,37.87
MNG-2021-0017,mango,Hoedspruit_A,2025-2026,2,B4,19,18,2026-02-02,JN_01,353.58,17.98,6.0,,6.0,5.0,104.34,122.57,125.85,54.53
MNG-2021-0017,mango,Hoedspruit_A,2025-2026,3,B4,5,18,2026-02-25,JN_01,352.24,17.71,7.0,,6.0,4.0,107.91,106.67,127.41,41.35
MNG-2021-0018,mango,Hoedspruit_A,2025-2026,1,B4,7,21,2026-03-15,TM_03,261.3,17.96,6.0,3.95,5.0,7.0,82.25,165.53,105.52,-89.88
MNG-2021-0018,mango,Hoedspruit_A,2025-2026,2,B4,5,16,2026-03-13,TM_02,331.54,16.46,7.0,1.71,4.0,8.0,95.22,163.76,130.08,79.12
MNG-2021-0018,mango,Hoedspruit_A,2025-2026,3,B1,3,14,2026-01-23,TM_02,302.43,16.38,5.0,1.27,3.0,6.0,107.16,166.37,104.18,81.46
MNG-2021-0019,mango,Hoedspruit_A,2025-2026,1,B1,17,1,2026-03-13,TM_02,404.8,16.61,4.0,4.81,4.0,3.0,83.54,129.05,118.04,73.37
MNG-2021-0019,mango,Hoedspruit_A,2025-2026,2,B4,10,18,2026-01-29,TM_01,420.65,15.14,5.0,4.69,6.0,4.0,86.18,124.57,120.29,78.82
MNG-2021-0019,mango,Hoedspruit_A,2025-2026,3,B3,1,6,2026-03-06,TM_03,407.45,17.56,3.0,3.55,4.0,4.0,81.0,135.2,,79.41
MNG-2021-0020,mango,Hoedspruit_A,2025-2026,1,B1,9,15,2026-01-17,JN_01,355.66,15.8,6.0,5.42,4.0,5.0,126.22,155.01,76.29,81.36
MNG-2021-0020,mango,Hoedspruit_A,2025-2026,2,B4,7,10,2026-01-20,TM_02,347.72,17.29,6.0,6.28,2.0,5.0,99.29,126.29,83.69,92.66
MNG-2021-0020,mango,Hoedspruit_A,2025-2026,3,B2,15,21,2026-02-04,TM_01,371.79,16.03,6.0,4.55,5.0,5.0,106.34,154.11,92.23,81.64
MNG-2021-0021,mango,Hoedspruit_A,2025-2026,1,B2,16,20,2026-01-17,TM_03,386.91,13.46,6.0,4.44,6.0,6.0,55.38,158.99,104.96,68.02
MNG-2021-0021,mango,Hoedspruit_A,2025-2026,2,B4,13,22,2026-02-25,TM_03,360.38,14.41,5.0,5.24,6.0,5.0,35.42,150.4,105.5,79.56
MNG-2021-0021,mango,Hoedspruit_A,2025-2026,3,B3,1,3,2026-02-21,TM_02,345.07,13.21,6.0,5.93,4.0,6.0,52.85,133.43,101.57,67.97
MNG-2021-0022,mango,Hoedspruit_A,2025-2026,1,B1,1,15,2026-02-24,TM_02,405.66,18.94,8.0,7.36,5.0,5.0,103.81,135.38,114.74,89.96
MNG-2021-0022,mango,Hoedspruit_A,2025-2026,2,B3,8,20,2026-02-05,JN_01,383.73,19.71,8.0,6.14,5.0,7.0,125.89,143.46,109.27,81.05
MNG-2021-0022,mango,Hoedspruit_A,2025-2026,3,B4,7,4,2026-01-26,TM_02,387.57,20.18,7.0,6.05,5.0,5.0,120.76,467.01,123.07,76.67
MNG-2021-0023,mango,Hoedspruit_A,2025-2026,1,B1,4,2,2026-01-15,TM_01,374.29,15.43,5.0,6.71,6.0,6.0,114.41,128.26,116.62,89.32
MNG-2021-0023,mango,Hoedspruit_A,2025-2026,2,B2,12,11,2026-02-09,JN_01,376.78,16.3,5.0,,4.0,5.0,110.22,144.35,129.16,87.37
MNG-2021-0023,mango,Hoedspruit_A,2025-2026,3,B4,1,8,2026-01-25,TM_01,361.04,15.27,5.0,6.25,6.0,5.0,115.49,126.45,125.74,90.19
MNG-2021-0024,mango,Hoedspruit_A,2025-2026,1,B3,10,10,2026-01-23,JN_01,287.25,19.72,5.0,2.79,5.0,6.0,99.97,148.71,99.49,84.84
MNG-2021-0024,mango,Hoedspruit_A,2025-2026,2,B4,5,22,2026-02-26,TM_01,297.99,19.54,6.0,2.44,3.0,,88.99,126.26,109.51,
MNG-2021-0024,mango,Hoedspruit_A,2025-2026,3,B3,18,10,2026-02-25,TM_03,302.22,18.4,6.0,1.09,5.0,3.0,92.53,132.34,92.54,92.16
MNG-2021-0025,mango,Hoedspruit_A,2025-2026,1,B4,11,1,2026-03-03,TM_01,376.09,17.8,7.0,7.29,3.0,5.0,41.31,142.65,105.4,94.79
MNG-2021-0025,mango,Hoedspruit_A,2025-2026,2,B1,3,10,2026-03-08,TM_03,341.33,17.36,7.0,3.58,3.0,5.0,49.2,131.68,128.16,84.38
MNG-2021-0025,mango,Hoedspruit_A,2025-2026,3,B4,7,11,2026-01-25,TM_03,404.06,15.7,5.0,4.99,1.0,6.0,52.82,134.46,99.41,75.75
MNG-2021-0026,mango,Hoedspruit_A,2025-2026,1,B2,16,27,2026-01-31,TM_02,380.18,17.52,6.0,6.1,2.0,5.0,112.0,128.76,109.89,83.9
MNG-2021-0026,mango,Hoedspruit_A,2025-2026,2,B4,17,14,2026-02-08,TM_03,388.55,17.67,5.0,5.79,4.0,5.0,104.99,136.83,112.59,95.82
MNG-2021-0026,mango,Hoedspruit_A,2025-2026,3,B2,7,19,2026-01-28,TM_01,389.99,18.64,,4.16,5.0,5.0,110.98,131.63,130.0,82.13
MNG-2022-0001,mango,Hoedspruit_A,2025-2026,1,B3,10,8,2026-02-25,TM_03,331.52,19.71,6.0,5.21,4.0,5.0,90.24,,91.98,81.44
MNG-2022-0001,mango,Hoedspruit_A,2025-2026,2,B1,3,10,2026-01-30,TM_01,332.07,18.61,8.0,4.49,5.0,5.0,97.91,146.45,85.79,90.7
MNG-2022-0002,mango,Hoedspruit_A,2025-2026,1,B2,6,2,2026-02-18,TM_02,300.29,18.18,5.0,9.04,4.0,8.0,101.38,140.22,112.7,84.16
MNG-2022-0002,mango,Hoedspruit_A,2025-2026,2,B4,16,8,2026-01-19,TM_03,300.27,17.75,7.0,8.13,2.0,7.0,114.92,145.21,115.06,84.67
MNG-2022-0002,mango,Hoedspruit_A,2025-2026,3,B2,2,29,2026-03-14,TM_01,330.16,15.8,5.0,8.11,2.0,7.0,121.04,127.82,110.99,87.6
MNG-2022-0003,mango,Hoedspruit_A,2025-2026,1,B2,8,1,2026-03-05,TM_02,322.62,20.38,5.0,6.53,2.0,4.0,69.99,145.55,127.88,82.0
MNG-2022-0003,mango,Hoedspruit_A,2025-2026,2,B4,11,25,2026-02-20,TM_01,350.18,18.11,5.0,7.05,4.0,5.0,59.68,141.72,142.08,66.66
MNG-2022-0003,mango,Hoedspruit_A,2025-2026,3,B2,11,12,2026-01-20,TM_01,349.81,20.0,5.0,5.37,3.0,5.0,42.22,143.36,125.5,86.39
MNG-2022-0004,mango,Hoedspruit_A,2025-2026,1,B3,18,1,2026-02-23,TM_02,332.04,14.11,6.0,1.83,3.0,6.0,129.16,170.47,102.85,91.09
MNG-2022-0004,mango,Hoedspruit_A,2025-2026,2,B3,8,16,2026-01-25,TM_03,363.67,15.64,6.0,3.0,3.0,5.0,132.09,168.85,,95.96
MNG-2022-0004,mango,Hoedspruit_A,2025-2026,3,B4,5,4,2026-01-20,TM_02,306.34,12.99,5.0,2.09,5.0,5.0,124.41,169.32,106.57,93.27
MNG-2022-0005,mango,Hoedspruit_A,2025-2026,1,B1,3,26,2026-01-17,TM_02,409.06,18.11,7.0,3.33,5.0,6.0,67.2,124.49,113.33,74.41
MNG-2022-0005,mango,Hoedspruit_A,2025-2026,2,B3,2,11,2026-01-30,TM_03,331.78,16.97,7.0,5.48,6.0,5.0,75.2,121.56,139.27,87.51
MNG-2022-0005,mango,Hoedspruit_A,2025-2026,3,B1,17,19,2026-03-15,TM_01,324.28,15.44,5.0,4.39,5.0,7.0,145.33,129.81,115.17,84.64
