genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance_score,tree_vigor_score,yield_kg_per_tree,days_to_maturity,fruit_length_mm,fruit_width_mm
MNG-2020-0003,mango,Hoedspruit_A,2024-2025,1,B4,5,23,2025-01-16,TM_01,332.19,12.85,5.0,4.12,6.0,6.0,93.31,116.07,124.51,81.41
MNG-2020-0003,mango,Hoedspruit_A,2024-2025,2,B1,8,6,2025-03-06,JN_01,317.79,15.65,7.0,4.24,4.0,5.0,110.83,114.33,128.4,85.04
MNG-2020-0003,mango,Hoedspruit_A,2024-2025,3,B4,15,17,2025-03-07,TM_02,270.74,14.83,4.0,5.47,5.0,5.0,97.52,129.83,122.89,80.19
MNG-2020-0004,mango,Hoedspruit_A,2024-2025,1,B3,15,28,2025-01-29,TM_01,319.73,17.23,5.0,7.05,6.0,6.0,85.68,117.18,79.85,75.66
MNG-2020-0004,mango,Hoedspruit_A,2024-2025,2,B1,14,17,2025-02-04,TM_01,370.89,18.64,6.0,6.9,3.0,5.0,82.97,130.75,76.96,63.38
MNG-2020-0004,mango,Hoedspruit_A,2024-2025,3,B1,13,27,2025-03-04,TM_03,388.04,17.47,7.0,8.33,3.0,4.0,87.71,117.49,95.88,72.72
MNG-2020-0005,mango,Hoedspruit_A,2024-2025,1,B4,18,6,2025-02-04,JN_01,379.68,16.58,6.0,1.87,7.0,8.0,92.11,134.43,106.01,81.34
MNG-2020-0005,mango,Hoedspruit_A,2024-2025,2,B4,12,3,2025-02-20,TM_01,346.64,16.68,4.0,3.53,7.0,7.0,95.97,126.47,126.62,74.79
MNG-2020-0005,mango,Hoedspruit_A,2024-2025,3,B3,2,17,2025-02-23,TM_03,352.09,16.58,7.0,3.02,6.0,7.0,88.91,122.12,114.64,75.61
MNG-2020-0006,mango,Hoedspruit_A,2024-2025,1,B4,8,21,2025-01-18,TM_01,333.09,16.48,5.0,3.75,5.0,3.0,111.42,150.84,100.67,74.91
MNG-2020-0006,mango,Hoedspruit_A,2024-2025,2,B1,16,3,2025-03-08,JN_01,334.4,15.64,4.0,3.49,4.0,4.0,113.83,163.24,109.43,79.68
MNG-2020-0006,mango,Hoedspruit_A,2024-2025,3,B4,1,12,2025-03-07,TM_03,291.71,16.68,6.0,3.79,6.0,5.0,127.99,145.76,,83.51
MNG-2020-0007,mango,Hoedspruit_A,2024-2025,1,B4,15,3,2025-03-01,TM_03,298.99,15.03,4.0,2.81,3.0,7.0,83.62,129.72,117.54,96.4
MNG-2020-0007,mango,Hoedspruit_A,2024-2025,2,B1,11,16,2025-01-19,TM_02,213.29,13.21,6.0,1.5,6.0,8.0,,131.39,123.28,111.14
MNG-2020-0007,mango,Hoedspruit_A,2024-2025,3,B1,4,22,2025-01-20,TM_02,282.57,13.99,5.0,2.6,5.0,8.0,90.75,143.74,110.77,99.39
MNG-2020-0008,mango,Hoedspruit_A,2024-2025,3,B4,12,2,2025-02-11,TM_02,287.32,16.57,9.0,1.92,2.0,5.0,76.05,158.14,109.28,58.92
MNG-2020-0009,mango,Hoedspruit_A,2024-2025,1,B3,9,26,2025-01-23,TM_03,336.13,14.29,7.0,3.65,4.0,7.0,103.64,135.19,90.07,88.41
MNG-2020-0009,mango,Hoedspruit_A,2024-2025,2,B4,7,10,2025-01-29,TM_03,384.29,16.62,7.0,2.43,4.0,5.0,113.86,147.64,80.9,88.09
MNG-2020-0010,mango,Hoedspruit_A,2024-2025,1,B1,3,27,2025-02-05,TM_01,317.23,15.67,3.0,5.08,3.0,3.0,105.02,137.91,92.17,86.24
MNG-2020-0010,mango,Hoedspruit_A,2024-2025,2,B4,6,1,2025-03-11,JN_01,329.82,15.25,3.0,5.39,5.0,5.0,121.83,133.03,103.68,97.27
MNG-2020-0010,mango,Hoedspruit_A,2024-2025,3,B1,14,20,2025-01-25,TM_01,286.56,17.4,3.0,4.28,4.0,,112.49,158.07,97.49,95.46
MNG-2020-0011,mango,Hoedspruit_A,2024-2025,1,B1,11,28,2025-03-06,TM_01,298.52,16.4,6.0,3.98,6.0,6.0,84.6,151.0,95.48,50.89
MNG-2020-0011,mango,Hoedspruit_A,2024-2025,2,B4,19,29,2025-01-18,JN_01,331.11,15.53,5.0,3.68,6.0,5.0,58.65,145.46,88.13,59.79
MNG-2020-0011,mango,Hoedspruit_A,2024-2025,3,B4,8,18,2025-01-22,TM_03,323.32,14.61,5.0,4.52,5.0,5.0,82.21,163.7,98.25,54.57
MNG-2020-0012,mango,Hoedspruit_A,2024-2025,1,B3,18,22,2025-02-06,TM_03,373.4,22.86,6.0,2.03,3.0,5.0,83.4,104.39,123.12,91.78
MNG-2020-0012,mango,Hoedspruit_A,2024-2025,2,B2,18,22,2025-03-02,TM_01,428.8,22.43,,2.6,6.0,6.0,101.88,127.34,112.74,90.23
MNG-2020-0012,mango,Hoedspruit_A,2024-2025,3,B2,4,11,2025-02-22,TM_02,410.78,21.19,3.0,1.87,4.0,6.0,68.55,116.94,120.53,77.2
MNG-2020-0013,mango,Hoedspruit_A,2024-2025,1,B3,19,27,2025-01-29,JN_01,270.52,17.61,6.0,6.62,5.0,5.0,95.21,125.89,117.99,77.55
MNG-2020-0013,mango,Hoedspruit_A,2024-2025,2,B4,18,28,2025-02-07,JN_01,321.79,1.88,7.0,3.98,1.0,6.0,129.04,116.65,111.64,62.69
MNG-2020-0013,mango,Hoedspruit_A,2024-2025,3,B3,5,27,2025-01-26,JN_01,234.14,17.68,8.0,4.82,5.0,5.0,,,118.6,66.85
MNG-2020-0014,mango,Hoedspruit_A,2024-2025,1,B2,10,8,2025-02-04,JN_01,418.91,16.02,8.0,3.6,6.0,4.0,67.35,146.19,133.72,68.83
MNG-2020-0014,mango,Hoedspruit_A,2024-2025,2,B3,1,6,2025-02-14,JN_01,420.48,17.01,9.0,2.46,6.0,6.0,77.99,144.69,148.54,72.47
MNG-2020-0014,mango,Hoedspruit_A,2024-2025,3,B2,2,7,2025-02-27,TM_01,451.16,15.0,8.0,1.78,6.0,5.0,91.72,139.38,125.45,64.31
MNG-2020-0015,mango,Hoedspruit_A,2024-2025,1,B1,14,5,2025-02-02,TM_02,295.39,16.32,3.0,3.54,5.0,2.0,45.49,143.1,101.82,51.39
MNG-2020-0015,mango,Hoedspruit_A,2024-2025,2,B1,12,15,2025-02-22,TM_03,246.95,17.12,5.0,5.57,4.0,3.0,65.37,146.33,98.26,58.66
MNG-2020-0015,mango,Hoedspruit_A,2024-2025,3,B2,19,11,2025-02-04,TM_01,302.93,15.96,3.0,4.13,5.0,3.0,65.5,151.02,96.76,66.14
MNG-2020-0016,mango,Hoedspruit_A,2024-2025,1,B3,12,11,2025-02-09,TM_02,387.03,16.67,4.0,3.01,6.0,7.0,128.47,150.52,,76.68
MNG-2020-0016,mango,Hoedspruit_A,2024-2025,2,B1,1,17,2025-02-14,TM_02,360.4,16.88,5.0,2.07,6.0,5.0,135.13,158.02,92.41,77.66
MNG-2020-0016,mango,Hoedspruit_A,2024-2025,3,B4,11,19,2025-01-26,TM_02,404.92,16.3,5.0,3.16,6.0,5.0,141.34,148.74,108.1,81.7
MNG-2020-0017,mango,Hoedspruit_A,2024-2025,1,B4,7,15,2025-01-22,TM_03,332.8,17.9,8.0,4.37,4.0,6.0,126.18,162.94,92.66,68.66
MNG-2020-0017,mango,Hoedspruit_A,2024-2025,2,B1,19,14,2025-01-30,TM_02,375.46,17.55,6.0,3.82,4.0,4.0,123.27,171.77,101.75,86.0
MNG-2020-0017,mango,Hoedspruit_A,2024-2025,3,B1,17,24,2025-02-20,TM_01,398.01,19.33,8.0,4.0,5.0,5.0,102.13,15.16,103.35,80.82
MNG-2020-0018,mango,Hoedspruit_A,2024-2025,1,B4,14,17,2025-02-09,TM_02,349.19,14.94,8.0,0.8,3.0,5.0,62.1,128.0,92.08,87.25
MNG-2020-0018,mango,Hoedspruit_A,2024-2025,2,B1,3,4,2025-01-18,TM_01,400.54,15.55,7.0,0.6,4.0,5.0,52.56,140.83,99.78,88.69
MNG-2020-0018,mango,Hoedspruit_A,2024-2025,3,B4,8,5,2025-03-11,JN_01,380.01,15.52,6.0,0.71,4.0,6.0,44.34,129.16,99.76,73.05
MNG-2020-0019,mango,Hoedspruit_A,2024-2025,1,B3,3,3,2025-02-10,TM_01,387.35,16.23,4.0,4.35,6.0,5.0,83.68,154.39,113.48,85.89
MNG-2020-0019,mango,Hoedspruit_A,2024-2025,2,B4,10,6,2025-01-22,TM_03,402.32,16.09,5.0,2.94,9.0,3.0,89.84,146.19,118.02,89.02
MNG-2020-0019,mango,Hoedspruit_A,2024-2025,3,B4,19,17,2025-02-04,JN_01,419.13,16.81,4.0,3.05,7.0,5.0,80.12,159.51,103.34,83.67
MNG-2020-0020,mango,Hoedspruit_A,2024-2025,1,B4,13,17,2025-02-20,JN_01,322.56,17.06,5.0,5.25,5.0,4.0,66.99,144.04,100.88,71.11
MNG-2020-0020,mango,Hoedspruit_A,2024-2025,2,B3,9,20,2025-03-11,TM_02,345.14,17.8,4.0,3.96,2.0,4.0,62.95,143.6,100.49,72.21
MNG-2020-0020,mango,Hoedspruit_A,2024-2025,3,B4,8,29,2025-03-13,TM_02,395.8,18.61,4.0,3.74,4.0,4.0,64.46,135.04,106.44,68.05
MNG-2020-0021,mango,Hoedspruit_A,2024-2025,1,B3,15,3,2025-01-24,TM_01,325.24,18.01,3.0,2.62,3.0,7.0,138.4,161.15,93.72,78.87
MNG-2020-0021,mango,Hoedspruit_A,2024-2025,2,B4,4,29,2025-02-21,TM_03,339.43,20.61,2.0,1.82,5.0,7.0,79.97,146.39,88.42,69.94
MNG-2020-0021,mango,Hoedspruit_A,2024-2025,3,B4,6,8,2025-01-16,TM_01,345.86,18.18,2.0,2.73,3.0,,91.32,153.12,95.29,70.45
MNG-2020-0022,mango,Hoedspruit_A,2024-2025,1,B2,10,4,2025-02-20,TM_01,354.38,18.68,7.0,5.05,5.0,5.0,117.29,154.29,83.06,56.45
MNG-2020-0022,mango,Hoedspruit_A,2024-2025,2,B2,2,12,2025-02-15,TM_01,,17.21,7.0,5.27,6.0,5.0,86.88,146.43,91.33,
MNG-2020-0022,mango,Hoedspruit_A,2024-2025,3,B4,4,18,2025-02-25,TM_03,389.19,16.56,7.0,5.14,6.0,5.0,112.51,155.23,82.36,65.18
MNG-2020-0023,mango,Hoedspruit_A,2024-2025,2,B4,12,4,2025-01-17,TM_03,365.45,19.24,4.0,2.23,5.0,6.0,136.27,149.08,112.78,72.5
MNG-2020-0023,mango,Hoedspruit_A,2024-2025,3,B1,14,1,2025-02-10,TM_01,387.82,17.7,6.0,1.49,4.0,7.0,,139.21,106.24,75.14
MNG-2020-0024,mango,Hoedspruit_A,2024-2025,1,B2,19,18,2025-02-10,TM_01,322.19,16.88,6.0,7.12,8.0,6.0,78.31,162.4,133.61,86.1
MNG-2020-0024,mango,Hoedspruit_A,2024-2025,2,B2,19,2,2025-02-23,TM_01,373.16,16.91,4.0,7.95,,6.0,102.66,149.03,120.08,79.39
MNG-2020-0024,mango,Hoedspruit_A,2024-2025,3,B1,19,11,2025-01-18,TM_02,356.47,16.37,4.0,7.78,7.0,6.0,76.89,151.55,134.03,81.38
MNG-2020-0025,mango,Hoedspruit_A,2024-2025,1,B3,2,24,2025-01-31,TM_02,408.56,16.85,6.0,4.37,6.0,4.0,88.92,133.88,104.9,103.73
MNG-2020-0025,mango,Hoedspruit_A,2024-2025,3,B1,12,27,2025-02-16,TM_01,417.17,15.55,7.0,5.14,4.0,4.0,95.62,133.14,92.9,91.35
MNG-2020-0026,mango,Hoedspruit_A,2024-2025,1,B1,8,21,2025-02-06,TM_01,421.81,19.19,3.0,6.17,5.0,5.0,91.89,132.76,120.17,63.99
MNG-2020-0026,mango,Hoedspruit_A,2024-2025,2,B1,8,28,2025-03-05,TM_02,424.43,19.61,6.0,6.6,4.0,5.0,49.35,153.61,121.05,64.26
MNG-2020-0026,mango,Hoedspruit_A,2024-2025,3,B3,9,19,2025-02-05,JN_01,418.1,18.41,6.0,6.65,4.0,6.0,47.83,133.55,112.46,60.68
MNG-2021-0001,mango,Hoedspruit_A,2024-2025,1,B2,8,8,2025-03-14,TM_01,367.85,16.37,9.0,7.27,5.0,6.0,90.48,137.48,79.54,82.43
MNG-2021-0001,mango,Hoedspruit_A,2024-2025,2,B1,4,4,2025-01-18,JN_01,367.25,16.95,8.0,4.33,5.0,5.0,111.04,132.38,86.38,68.83
MNG-2021-0001,mango,Hoedspruit_A,2024-2025,3,B2,8,23,2025-01-18,TM_03,381.59,16.32,8.0,6.95,4.0,,103.96,131.15,74.35,79.65
MNG-2021-0002,mango,Hoedspruit_A,2024-2025,1,B4,15,26,2025-02-21,TM_03,293.46,13.56,6.0,6.23,2.0,5.0,110.98,161.28,127.28,78.72
MNG-2021-0002,mango,Hoedspruit_A,2024-2025,2,B1,8,13,2025-01-18,TM_02,271.33,12.27,6.0,5.66,3.0,6.0,122.48,150.56,124.82,77.87
MNG-2021-0002,mango,Hoedspruit_A,2024-2025,3,B2,11,20,2025-02-05,TM_01,325.74,15.49,7.0,5.51,2.0,5.0,115.27,148.42,123.83,79.93
MNG-2021-0003,mango,Hoedspruit_A,2024-2025,1,B2,11,2,2025-02-09,JN_01,296.45,15.07,5.0,5.36,7.0,6.0,90.53,130.95,110.89,79.35
MNG-2021-0003,mango,Hoedspruit_A,2024-2025,2,B2,12,6,2025-02-04,TM_02,302.68,14.5,7.0,5.54,8.0,6.0,97.91,131.5,102.96,85.67
MNG-2021-0003,mango,Hoedspruit_A,2024-2025,3,B1,8,28,2025-02-21,TM_03,339.86,13.49,5.0,5.39,8.0,6.0,97.31,123.08,107.98,77.85
MNG-2021-0004,mango,Hoedspruit_A,2024-2025,3,B3,13,28,2025-03-10,JN_01,31.98,14.96,6.0,3.87,5.0,6.0,93.0,127.87,131.66,75.47
MNG-2021-0005,mango,Hoedspruit_A,2024-2025,1,B2,17,14,2025-02-01,TM_01,336.11,20.88,4.0,0.78,3.0,,92.86,136.96,139.64,53.1
MNG-2021-0005,mango,Hoedspruit_A,2024-2025,2,B1,14,20,2025-02-09,TM_02,327.96,17.89,5.0,0.62,1.0,6.0,80.9,148.95,122.64,43.87
MNG-2021-0005,mango,Hoedspruit_A,2024-2025,3,B1,9,16,2025-02-08,JN_01,325.02,19.22,5.0,2.66,1.0,5.0,90.73,140.27,128.56,55.06
MNG-2021-0006,mango,Hoedspruit_A,2024-2025,1,B1,15,4,2025-01-30,TM_02,363.57,20.32,4.0,3.78,5.0,5.0,102.77,150.34,148.41,69.25
MNG-2021-0006,mango,Hoedspruit_A,2024-2025,2,B2,15,19,2025-01-20,JN_01,401.3,19.05,4.0,3.45,5.0,,93.6,164.96,141.95,74.11
MNG-2021-0006,mango,Hoedspruit_A,2024-2025,3,B3,8,8,2025-02-16,TM_03,337.71,19.83,4.0,4.54,4.0,6.0,98.3,142.34,134.09,87.39
MNG-2021-0007,mango,Hoedspruit_A,2024-2025,1,B3,7,28,2025-03-14,TM_03,431.83,17.35,7.0,4.53,6.0,6.0,165.58,156.65,105.43,90.63
MNG-2021-0007,mango,Hoedspruit_A,2024-2025,2,B3,6,22,2025-02-02,JN_01,406.99,16.79,7.0,4.44,6.0,6.0,150.08,161.09,,77.57
MNG-2021-0008,mango,Hoedspruit_A,2024-2025,1,B4,5,10,2025-02-21,TM_03,352.52,15.34,6.0,5.2,7.0,6.0,92.84,156.13,79.3,90.06
MNG-2021-0008,mango,Hoedspruit_A,2024-2025,2,B1,14,11,2025-03-11,TM_02,382.95,15.38,6.0,4.85,,6.0,97.02,156.01,104.52,84.96
MNG-2021-0008,mango,Hoedspruit_A,2024-2025,3,B2,2,28,2025-02-14,TM_03,325.4,14.13,6.0,5.36,7.0,6.0,103.48,136.87,84.16,90.87
MNG-2021-0009,mango,Hoedspruit_A,2024-2025,1,B2,10,23,2025-02-01,JN_01,293.95,15.2,5.0,4.44,4.0,5.0,53.67,121.8,109.03,60.57
MNG-2021-0009,mango,Hoedspruit_A,2024-2025,2,B3,11,25,2025-02-24,JN_01,282.32,15.62,6.0,5.29,3.0,7.0,62.59,134.6,92.82,81.36
MNG-2021-0009,mango,Hoedspruit_A,2024-2025,3,B1,9,9,2025-02-28,TM_01,311.26,12.82,5.0,4.38,5.0,7.0,71.33,158.32,107.01,73.29
MNG-2021-0010,mango,Hoedspruit_A,2024-2025,1,B4,14,11,2025-02-02,TM_03,387.31,15.25,8.0,4.73,2.0,3.0,92.72,126.27,110.19,74.07
MNG-2021-0010,mango,Hoedspruit_A,2024-2025,2,B4,7,7,2025-02-01,TM_03,339.92,12.69,7.0,5.1,1.0,3.0,77.13,136.6,107.52,81.69
MNG-2021-0010,mango,Hoedspruit_A,2024-2025,3,B4,13,5,2025-03-08,TM_03,370.56,15.13,6.0,3.58,2.0,4.0,131.46,139.59,86.81,87.92
MNG-2021-0011,mango,Hoedspruit_A,2024-2025,1,B3,14,27,2025-03-04,TM_01,375.74,18.12,6.0,2.97,2.0,6.0,116.95,140.72,76.86,65.74
MNG-2021-0011,mango,Hoedspruit_A,2024-2025,2,B4,5,7,2025-02-07,TM_03,341.61,18.28,3.0,2.68,3.0,6.0,140.5,140.93,63.41,65.01
MNG-2021-0011,mango,Hoedspruit_A,2024-2025,3,B4,4,3,2025-02-04,JN_01,390.02,17.07,3.0,2.11,3.0,7.0,130.11,142.99,72.53,54.14
MNG-2021-0012,mango,Hoedspruit_A,2024-2025,1,B4,16,5,2025-01-30,TM_03,311.61,15.03,5.0,4.93,5.0,7.0,61.3,134.34,118.57,65.44
MNG-2021-0012,mango,Hoedspruit_A,2024-2025,2,B4,8,25,2025-01-30,TM_01,360.24,15.56,5.0,4.63,6.0,7.0,79.94,128.07,131.24,77.16
MNG-2021-0012,mango,Hoedspruit_A,2024-2025,3,B1,16,5,2025-02-24,TM_01,320.47,13.46,5.0,4.04,5.0,7.0,64.22,,124.12,66.55
MNG-2021-0013,mango,Hoedspruit_A,2024-2025,1,B3,6,26,2025-03-02,JN_01,381.21,17.74,6.0,6.15,2.0,7.0,117.6,117.24,119.15,58.95
MNG-2021-0013,mango,Hoedspruit_A,2024-2025,2,B1,16,14,2025-03-14,TM_03,376.65,16.91,5.0,0.72,3.0,8.0,89.02,108.95,110.66,75.34
MNG-2021-0013,mango,Hoedspruit_A,2024-2025,3,B3,14,8,2025-03-11,TM_03,367.95,16.52,4.0,6.22,4.0,8.0,98.23,119.59,99.06,69.66
MNG-2021-0014,mango,Hoedspruit_A,2024-2025,1,B4,13,21,2025-03-13,JN_01,293.06,16.53,6.0,2.37,6.0,7.0,119.72,139.02,142.31,59.58
MNG-2021-0014,mango,Hoedspruit_A,2024-2025,2,B4,1,19,2025-03-04,TM_02,317.8,16.71,6.0,4.24,7.0,7.0,136.0,144.7,147.5,57.99
MNG-2021-0014,mango,Hoedspruit_A,2024-2025,3,B1,8,10,2025-03-03,TM_03,333.95,17.26,6.0,2.01,6.0,5.0,134.41,154.62,134.19,68.38
MNG-2021-0015,mango,Hoedspruit_A,2024-2025,1,B3,12,24,2025-03-05,TM_02,326.71,14.18,5.0,2.26,6.0,7.0,87.04,133.99,107.32,83.79
MNG-2021-0015,mango,Hoedspruit_A,2024-2025,2,B3,17,22,2025-02-28,JN_01,322.76,12.69,5.0,3.22,4.0,8.0,87.55,145.44,106.41,82.29
MNG-2021-0015,mango,Hoedspruit_A,2024-2025,3,B2,1,23,2025-02-22,TM_02,356.03,14.44,5.0,3.42,3.0,7.0,82.39,138.56,97.97,76.26
MNG-2021-0016,mango,Hoedspruit_A,2024-2025,1,B1,10,17,2025-01-30,JN_01,390.04,17.92,7.0,6.52,7.0,6.0,74.66,145.81,,82.38
MNG-2021-0016,mango,Hoedspruit_A,2024-2025,2,B4,11,11,2025-02-09,TM_01,376.6,17.79,7.0,7.75,7.0,6.0,75.8,136.25,127.54,88.06
MNG-2021-0016,mango,Hoedspruit_A,2024-2025,3,B2,12,27,2025-02-28,TM_01,,16.45,7.0,5.91,6.0,1.0,51.79,141.42,125.0,79.37
MNG-2021-0017,mango,Hoedspruit_A,2024-2025,1,B4,9,27,2025-01-27,JN_01,381.29,18.98,6.0,6.54,4.0,5.0,100.91,103.21,123.75,42.85
MNG-2021-0017,mango,Hoedspruit_A,2024-2025,2,B3,4,8,2025-01-28,JN_01,348.95,18.8,7.0,6.21,5.0,5.0,114.1,104.74,119.84,37.0
MNG-2021-0017,mango,Hoedspruit_A,2024-2025,3,B4,9,13,2025-02-15,TM_01,371.49,17.39,6.0,7.3,5.0,4.0,100.7,112.46,121.81,46.76
MNG-2021-0018,mango,Hoedspruit_A,2024-2025,1,B3,5,22,2025-01-26,TM_02,319.91,17.13,7.0,1.48,5.0,6.0,78.4,166.89,128.26,80.41
MNG-2021-0018,mango,Hoedspruit_A,2024-2025,2,B2,16,13,2025-03-10,TM_02,296.99,,7.0,3.2,3.0,7.0,99.76,159.72,103.98,86.12
MNG-2021-0018,mango,Hoedspruit_A,2024-2025,3,B3,13,9,2025-02-01,TM_03,267.1,18.09,7.0,1.95,4.0,6.0,81.09,169.53,94.06,94.04
MNG-2021-0019,mango,Hoedspruit_A,2024-2025,1,B4,6,4,2025-02-16,JN_01,385.31,15.28,4.0,,5.0,5.0,82.02,144.5,128.16,73.95
MNG-2021-0019,mango,Hoedspruit_A,2024-2025,2,B1,3,13,2025-02-18,TM_01,469.26,13.53,4.0,5.03,6.0,3.0,78.56,126.22,105.62,69.84
MNG-2021-0019,mango,Hoedspruit_A,2024-2025,3,B3,8,19,2025-02-20,TM_03,442.76,17.72,5.0,5.08,5.0,3.0,91.74,127.61,123.89,78.28
MNG-2021-0020,mango,Hoedspruit_A,2024-2025,1,B2,4,18,2025-01-25,TM_02,351.67,17.23,5.0,5.03,5.0,4.0,109.93,143.29,97.27,80.19
MNG-2021-0020,mango,Hoedspruit_A,2024-2025,2,B2,5,27,2025-02-23,TM_01,378.17,17.33,7.0,5.02,3.0,4.0,131.43,138.34,86.52,83.7
MNG-2021-0020,mango,Hoedspruit_A,2024-2025,3,B3,7,21,2025-01-27,JN_01,331.54,15.2,5.0,5.65,,4.0,130.25,151.93,96.89,80.79
MNG-2021-0021,mango,Hoedspruit_A,2024-2025,1,B3,5,3,2025-02-09,JN_01,326.16,14.08,5.0,6.53,6.0,7.0,,153.91,112.15,73.61
MNG-2021-0021,mango,Hoedspruit_A,2024-2025,2,B2,9,19,2025-02-08,TM_02,368.41,12.98,6.0,6.43,6.0,6.0,70.6,147.77,119.16,
MNG-2021-0021,mango,Hoedspruit_A,2024-2025,3,B3,1,15,2025-01-26,TM_02,374.93,13.72,6.0,,,8.0,71.97,149.51,110.98,85.89
MNG-2021-0022,mango,Hoedspruit_A,2024-2025,1,B4,7,26,2025-03-10,JN_01,400.04,19.1,8.0,5.75,4.0,7.0,115.59,140.89,129.93,83.43
MNG-2021-0022,mango,Hoedspruit_A,2024-2025,2,B4,6,10,2025-03-09,TM_02,380.16,18.84,8.0,5.4,6.0,6.0,91.25,147.98,110.26,85.78
MNG-2021-0022,mango,Hoedspruit_A,2024-2025,3,B2,15,21,2025-02-05,JN_01,444.82,20.23,8.0,7.06,5.0,7.0,88.57,144.72,103.66,94.31
MNG-2021-0023,mango,Hoedspruit_A,2024-2025,1,B1,4,9,2025-03-15,TM_03,35.5,14.3,5.0,6.14,5.0,6.0,112.93,152.3,123.34,85.58
MNG-2021-0023,mango,Hoedspruit_A,2024-2025,2,B1,5,12,2025-02-02,JN_01,325.04,14.99,4.0,5.25,3.0,6.0,129.86,135.74,127.94,98.84
MNG-2021-0023,mango,Hoedspruit_A,2024-2025,3,B4,8,17,2025-02-04,TM_01,398.36,17.02,4.0,5.76,6.0,6.0,112.83,143.22,119.84,91.67
MNG-2021-0024,mango,Hoedspruit_A,2024-2025,1,B4,3,16,2025-02-15,TM_03,287.48,19.34,5.0,2.08,3.0,5.0,104.46,139.24,121.46,95.35
MNG-2021-0024,mango,Hoedspruit_A,2024-2025,2,B4,10,1,2025-02-06,TM_01,299.34,17.63,5.0,,3.0,6.0,126.76,123.9,102.21,92.01
MNG-2021-0025,mango,Hoedspruit_A,2024-2025,1,B3,15,23,2025-03-09,TM_01,396.98,17.42,6.0,6.0,1.0,6.0,,134.62,103.97,90.28
MNG-2021-0025,mango,Hoedspruit_A,2024-2025,2,B1,6,5,2025-02-23,JN_01,365.89,18.89,6.0,5.28,1.0,6.0,56.56,144.2,114.01,88.65
MNG-2021-0025,mango,Hoedspruit_A,2024-2025,3,B1,8,3,2025-01-19,TM_03,349.44,16.22,4.0,6.74,2.0,5.0,60.35,138.56,,96.84
MNG-2021-0026,mango,Hoedspruit_A,2024-2025,1,B1,4,5,2025-02-04,TM_01,421.26,16.19,6.0,4.63,3.0,5.0,104.69,125.89,125.41,89.59
MNG-2021-0026,mango,Hoedspruit_A,2024-2025,2,B3,12,4,2025-02-01,TM_01,405.14,19.37,4.0,5.84,4.0,6.0,121.17,146.2,116.67,84.7
MNG-2022-0001,mango,Hoedspruit_A,2024-2025,1,B3,17,24,2025-03-08,TM_01,323.47,19.16,6.0,4.62,5.0,5.0,66.46,147.85,88.5,83.35
MNG-2022-0001,mango,Hoedspruit_A,2024-2025,2,B4,9,14,2025-03-13,JN_01,328.55,17.96,6.0,5.75,3.0,5.0,73.75,131.04,97.04,85.71
MNG-2022-0001,mango,Hoedspruit_A,2024-2025,3,B2,11,15,2025-01-24,TM_03,299.55,18.24,6.0,3.46,2.0,4.0,91.05,145.19,,79.38
MNG-2022-0002,mango,Hoedspruit_A,2024-2025,1,B4,12,14,2025-01-26,TM_03,304.88,15.03,7.0,8.56,3.0,7.0,104.19,144.04,106.67,80.5
MNG-2022-0002,mango,Hoedspruit_A,2024-2025,2,B4,8,27,2025-02-19,TM_03,327.5,15.36,5.0,8.19,3.0,7.0,82.45,169.17,100.76,97.09
MNG-2022-0002,mango,Hoedspruit_A,2024-2025,3,B3,19,22,2025-02-06,TM_02,298.19,,1.0,8.26,4.0,7.0,111.68,158.8,120.43,89.45
MNG-2022-0003,mango,Hoedspruit_A,2024-2025,1,B2,10,20,2025-02-02,TM_03,318.45,20.35,4.0,6.03,6.0,,,143.43,126.28,81.38
MNG-2022-0003,mango,Hoedspruit_A,2024-2025,2,B1,16,8,2025-02-12,TM_01,399.11,19.47,4.0,4.02,4.0,5.0,78.82,148.34,134.59,78.33
MNG-2022-0003,mango,Hoedspruit_A,2024-2025,3,B2,8,25,2025-02-26,JN_01,357.96,18.32,2.0,7.57,5.0,5.0,94.41,142.94,118.69,78.28
MNG-2022-0004,mango,Hoedspruit_A,2024-2025,1,B1,7,5,2025-03-07,TM_03,313.02,14.41,5.0,2.61,4.0,6.0,132.09,177.49,105.27,89.26
MNG-2022-0004,mango,Hoedspruit_A,2024-2025,2,B4,5,17,2025-03-01,JN_01,367.54,12.08,5.0,1.59,3.0,6.0,97.57,175.61,94.46,90.63
MNG-2022-0004,mango,Hoedspruit_A,2024-2025,3,B4,16,19,2025-03-08,TM_01,306.56,13.81,5.0,1.58,4.0,7.0,121.17,183.46,97.86,101.67
MNG-2022-0005,mango,Hoedspruit_A,2024-2025,1,B4,13,12,2025-02-23,TM_01,315.35,17.7,6.0,3.72,5.0,4.0,74.49,132.72,116.01,84.28
MNG-2022-0005,mango,Hoedspruit_A,2024-2025,2,B2,18,28,2025-02-15,TM_01,337.38,16.32,6.0,3.94,5.0,4.0,46.75,120.86,121.94,84.49
MNG-2022-0005,mango,Hoedspruit_A,2024-2025,3,B1,2,19,2025-03-13,JN_01,,17.16,6.0,5.35,6.0,6.0,55.65,127.05,11.73,
