genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,acidity_percent,juice_content_ml,rind_thickness_mm,seed_count,yield_kg_per_tree,days_to_maturity
CIT-2021-0008,citrus,Hoedspruit_A,2025-2026,1,B1,14,15,2026-05-02,TM_01,195.48,10.22,0.78,90.35,5.59,7.0,87.84,229.43
CIT-2021-0008,citrus,Hoedspruit_A,2025-2026,2,B1,4,21,2026-05-06,KM_01,167.78,9.46,1.37,107.82,6.5,8.0,131.95,212.35
CIT-2021-0008,citrus,Hoedspruit_A,2025-2026,3,B3,2,10,2026-05-20,TM_02,154.32,10.57,1.68,91.1,4.16,13.0,82.83,231.55
CIT-2021-0009,citrus,Hoedspruit_A,2025-2026,1,B2,12,7,2026-05-15,TM_01,221.15,10.38,1.19,96.7,4.46,8.0,128.42,241.62
CIT-2021-0009,citrus,Hoedspruit_A,2025-2026,2,B1,9,9,2026-05-20,KM_01,203.02,10.93,1.44,86.79,,16.0,104.02,210.33
CIT-2021-0009,citrus,Hoedspruit_A,2025-2026,3,B2,6,23,2026-05-20,TM_01,214.27,11.53,,101.33,5.31,9.0,129.85,236.14
CIT-2021-0010,citrus,Hoedspruit_A,2025-2026,1,B2,10,9,2026-05-04,TM_01,162.56,10.07,1.62,81.99,4.16,6.0,150.31,258.34
CIT-2021-0010,citrus,Hoedspruit_A,2025-2026,3,B3,2,11,2026-06-01,TM_02,166.85,10.61,0.97,91.12,3.51,3.0,127.49,260.32
CIT-2021-0011,citrus,Hoedspruit_A,2025-2026,1,B1,1,2,2026-06-02,KM_01,205.11,9.93,0.93,103.29,4.3,7.0,145.88,233.86
CIT-2021-0011,citrus,Hoedspruit_A,2025-2026,2,B1,5,18,2026-06-14,KM_01,170.97,10.18,1.21,84.68,5.13,7.0,128.95,270.14
CIT-2021-0011,citrus,Hoedspruit_A,2025-2026,3,B3,6,7,2026-06-05,KM_01,216.33,10.23,0.97,81.02,5.99,11.0,105.68,251.97
CIT-2021-0012,citrus,Hoedspruit_A,2025-2026,1,B3,7,16,2026-05-23,KM_01,193.61,11.14,1.31,88.34,3.75,1.0,110.54,275.11
CIT-2021-0012,citrus,Hoedspruit_A,2025-2026,2,B3,4,17,2026-05-29,TM_02,178.99,9.29,1.01,79.09,1.87,8.0,122.2,288.67
CIT-2021-0012,citrus,Hoedspruit_A,2025-2026,3,B1,9,8,2026-05-31,TM_01,192.42,10.42,1.27,79.95,3.76,6.0,102.29,247.73
CIT-2021-0013,citrus,Hoedspruit_A,2025-2026,1,B2,7,14,2026-05-11,KM_01,191.59,11.62,0.92,114.04,5.54,10.0,115.51,219.21
CIT-2021-0013,citrus,Hoedspruit_A,2025-2026,2,B3,14,8,2026-06-08,TM_01,222.21,12.94,1.52,95.89,6.09,14.0,156.37,224.43
CIT-2021-0013,citrus,Hoedspruit_A,2025-2026,3,B3,7,1,2026-06-04,TM_01,208.38,11.96,1.4,81.56,4.51,10.0,84.18,205.06
CIT-2021-0014,citrus,Hoedspruit_A,2025-2026,1,B2,3,10,2026-05-31,TM_02,164.0,11.36,1.32,89.65,5.13,7.0,115.29,241.19
CIT-2021-0014,citrus,Hoedspruit_A,2025-2026,2,B1,5,2,2026-05-10,TM_02,183.96,13.07,0.93,63.73,4.67,8.0,123.87,
CIT-2021-0014,citrus,Hoedspruit_A,2025-2026,3,B2,13,23,2026-05-31,KM_01,172.93,10.84,1.1,74.44,5.1,4.0,146.92,252.3
CIT-2021-0015,citrus,Hoedspruit_A,2025-2026,1,B2,11,20,2026-06-08,KM_01,135.95,10.11,1.48,86.69,4.01,11.0,101.37,216.26
CIT-2021-0015,citrus,Hoedspruit_A,2025-2026,2,B3,8,1,2026-05-04,TM_01,153.89,11.35,1.22,100.6,4.23,15.0,134.23,234.05
CIT-2021-0015,citrus,Hoedspruit_A,2025-2026,3,B3,2,19,2026-06-01,KM_01,180.58,12.82,0.89,90.94,3.45,16.0,101.13,226.61
CIT-2021-0016,citrus,Hoedspruit_A,2025-2026,1,B2,3,2,2026-05-03,TM_02,154.71,9.92,1.46,79.22,5.0,10.0,115.2,225.21
CIT-2021-0016,citrus,Hoedspruit_A,2025-2026,2,B1,4,5,2026-05-31,TM_01,136.01,7.81,0.65,71.95,5.24,7.0,94.27,237.08
CIT-2021-0016,citrus,Hoedspruit_A,2025-2026,3,B1,4,17,2026-05-15,KM_01,111.5,10.02,0.89,65.87,3.45,5.0,135.36,230.86
CIT-2021-0017,citrus,Hoedspruit_A,2025-2026,1,B2,7,1,2026-05-19,TM_01,165.0,10.57,1.32,71.9,4.98,6.0,102.0,221.9
CIT-2021-0017,citrus,Hoedspruit_A,2025-2026,2,B3,11,6,2026-06-09,TM_01,186.4,11.38,1.15,92.92,4.72,11.0,112.52,239.43
CIT-2021-0017,citrus,Hoedspruit_A,2025-2026,3,B2,12,4,2026-05-25,TM_02,,14.94,1.67,105.1,6.22,11.0,120.76,219.33
CIT-2022-0001,citrus,Hoedspruit_A,2025-2026,1,B3,8,10,2026-06-03,TM_01,209.68,10.98,,77.53,3.59,16.0,89.78,243.27
CIT-2022-0001,citrus,Hoedspruit_A,2025-2026,2,B2,14,20,2026-05-09,KM_01,206.56,12.88,1.28,99.52,5.77,6.0,85.17,219.87
CIT-2022-0001,citrus,Hoedspruit_A,2025-2026,3,B3,14,18,2026-06-07,TM_01,159.87,11.02,0.77,87.25,4.75,2.0,130.64,213.94
CIT-2022-0002,citrus,Hoedspruit_A,2025-2026,1,B2,4,16,2026-05-30,TM_02,153.53,11.55,0.86,78.22,5.98,6.0,120.22,260.96
CIT-2022-0002,citrus,Hoedspruit_A,2025-2026,2,B3,8,23,2026-05-03,TM_01,178.88,14.88,1.26,71.92,4.47,3.0,138.67,247.15
CIT-2022-0002,citrus,Hoedspruit_A,2025-2026,3,B3,6,5,2026-05-23,KM_01,157.78,11.41,1.42,96.79,5.44,,112.99,212.5
CIT-2022-0003,citrus,Hoedspruit_A,2025-2026,1,B1,6,18,2026-05-15,KM_01,195.72,12.18,1.03,110.24,4.39,12.0,143.67,232.25
CIT-2022-0003,citrus,Hoedspruit_A,2025-2026,2,B1,14,1,2026-05-18,TM_02,169.7,11.66,1.71,92.22,5.98,12.0,124.91,240.22
CIT-2022-0003,citrus,Hoedspruit_A,2025-2026,3,B1,14,4,2026-06-13,TM_01,195.78,14.11,0.78,100.53,4.7,13.0,116.76,
CIT-2022-0004,citrus,Hoedspruit_A,2025-2026,1,B1,7,17,2026-06-10,TM_01,142.92,12.0,1.07,83.24,2.78,5.0,112.7,239.13
CIT-2022-0004,citrus,Hoedspruit_A,2025-2026,2,B1,12,23,2026-06-08,TM_02,165.43,11.15,1.24,73.37,3.03,3.0,150.36,230.65
CIT-2022-0004,citrus,Hoedspruit_A,2025-2026,3,B1,9,3,2026-05-08,KM_01,163.18,12.64,1.14,59.02,4.37,3.0,145.13,250.54
CIT-2022-0005,citrus,Hoedspruit_A,2025-2026,1,B2,10,7,2026-05-31,TM_02,198.47,9.81,1.34,,4.12,11.0,136.09,276.31
CIT-2022-0005,citrus,Hoedspruit_A,2025-2026,2,B1,1,2,2026-05-05,KM_01,227.22,,1.28,92.02,4.34,10.0,88.76,239.06
CIT-2022-0005,citrus,Hoedspruit_A,2025-2026,3,B3,10,18,2026-05-31,TM_01,209.3,10.0,1.35,98.52,6.27,8.0,119.16,242.15
CIT-2022-0006,citrus,Hoedspruit_A,2025-2026,1,B3,9,13,2026-05-26,KM_01,220.14,11.76,1.34,71.64,4.49,5.0,142.39,257.37
CIT-2022-0006,citrus,Hoedspruit_A,2025-2026,3,B1,2,14,2026-05-18,KM_01,170.21,11.68,1.08,104.42,4.38,4.0,137.93,223.18
CIT-2022-0007,citrus,Hoedspruit_A,2025-2026,1,B2,8,19,2026-05-27,TM_02,193.06,10.76,1.78,,6.67,14.0,115.51,236.36
CIT-2022-0007,citrus,Hoedspruit_A,2025-2026,2,B2,8,4,2026-06-12,TM_01,206.43,12.83,1.08,73.66,5.44,12.0,12.65,230.4
CIT-2022-0007,citrus,Hoedspruit_A,2025-2026,3,B2,9,17,2026-05-27,KM_01,158.53,10.15,1.51,58.65,6.94,6.0,100.46,233.12
CIT-2022-0008,citrus,Hoedspruit_A,2025-2026,1,B1,11,19,2026-05-08,TM_01,156.62,12.85,1.56,90.68,5.26,7.0,161.58,227.54
CIT-2022-0008,citrus,Hoedspruit_A,2025-2026,2,B2,7,24,2026-05-30,TM_02,123.55,12.05,1.28,109.84,3.54,8.0,129.51,234.68
CIT-2022-0008,citrus,Hoedspruit_A,2025-2026,3,B2,14,19,2026-06-11,TM_02,185.56,13.26,0.94,240.06,5.79,10.0,101.24,243.01
CIT-2022-0009,citrus,Hoedspruit_A,2025-2026,1,B2,2,21,2026-05-01,TM_02,170.34,12.1,1.31,,5.21,11.0,140.74,218.1
CIT-2022-0009,citrus,Hoedspruit_A,2025-2026,2,B2,9,22,2026-06-14,KM_01,198.96,13.89,1.32,84.18,4.82,7.0,155.99,216.6
CIT-2022-0009,citrus,Hoedspruit_A,2025-2026,3,B3,7,13,2026-05-07,TM_02,182.99,12.06,1.11,74.46,,12.0,154.56,203.14
CIT-2022-0010,citrus,Hoedspruit_A,2025-2026,1,B2,4,17,2026-05-08,TM_01,198.28,14.62,1.43,71.15,4.74,13.0,134.91,212.71
CIT-2022-0010,citrus,Hoedspruit_A,2025-2026,2,B2,9,17,2026-05-10,TM_02,156.24,13.39,1.31,90.38,4.95,6.0,109.41,241.12
CIT-2022-0010,citrus,Hoedspruit_A,2025-2026,3,B3,4,18,2026-05-19,TM_01,168.29,11.22,0.76,69.77,4.18,8.0,143.83,234.51
CIT-2022-0011,citrus,Hoedspruit_A,2025-2026,3,B1,8,11,2026-05-28,TM_02,193.57,6.88,1.58,78.98,4.99,11.0,128.7,282.89
CIT-2022-0012,citrus,Hoedspruit_A,2025-2026,1,B3,11,10,2026-06-07,KM_01,171.69,,1.04,83.81,5.82,0.0,131.42,251.77
CIT-2022-0012,citrus,Hoedspruit_A,2025-2026,2,B3,1,22,2026-06-12,TM_02,180.71,11.4,1.13,74.61,4.7,8.0,106.32,230.45
CIT-2022-0012,citrus,Hoedspruit_A,2025-2026,3,B3,4,21,2026-05-15,TM_01,208.92,11.0,1.31,75.78,5.5,9.0,153.22,264.65
CIT-2022-0013,citrus,Hoedspruit_A,2025-2026,1,B2,3,20,2026-05-31,KM_01,152.9,11.57,1.07,66.26,4.84,8.0,161.82,266.83
CIT-2022-0013,citrus,Hoedspruit_A,2025-2026,2,B2,1,3,2026-05-26,TM_01,207.7,12.57,0.75,68.6,5.97,4.0,121.57,252.33
CIT-2022-0013,citrus,Hoedspruit_A,2025-2026,3,B2,2,17,2026-05-12,KM_01,186.69,10.99,1.05,84.11,5.59,1.0,147.28,226.2
CIT-2022-0014,citrus,Hoedspruit_A,2025-2026,1,B1,7,24,2026-05-04,KM_01,141.28,9.61,1.39,86.84,3.81,8.0,109.33,221.17
CIT-2022-0014,citrus,Hoedspruit_A,2025-2026,2,B3,1,5,2026-05-04,TM_02,202.7,11.04,1.0,84.04,4.36,9.0,133.76,218.94
CIT-2022-0014,citrus,Hoedspruit_A,2025-2026,3,B1,12,8,2026-05-27,KM_01,145.44,10.2,1.51,92.44,5.88,13.0,143.15,187.39
CIT-2022-0015,citrus,Hoedspruit_A,2025-2026,1,B2,3,17,2026-06-06,TM_01,189.75,12.43,0.63,50.27,5.81,8.0,102.35,268.29
CIT-2022-0015,citrus,Hoedspruit_A,2025-2026,2,B1,2,8,2026-05-28,TM_02,203.79,12.26,0.66,92.69,3.43,7.0,115.02,261.8
CIT-2022-0015,citrus,Hoedspruit_A,2025-2026,3,B1,10,8,2026-05-11,TM_01,173.95,10.54,0.76,83.03,2.79,9.0,82.18,262.77
CIT-2022-0016,citrus,Hoedspruit_A,2025-2026,1,B2,4,11,2026-06-02,TM_02,158.54,,1.15,94.33,3.02,11.0,114.44,243.85
CIT-2022-0016,citrus,Hoedspruit_A,2025-2026,2,B2,2,17,2026-05-30,KM_01,164.8,10.72,1.24,64.67,3.94,6.0,139.47,246.97
CIT-2022-0016,citrus,Hoedspruit_A,2025-2026,3,B1,5,14,2026-05-22,TM_02,193.34,8.93,1.04,86.91,4.42,12.0,111.31,222.57
CIT-2022-0017,citrus,Hoedspruit_A,2025-2026,2,B3,5,20,2026-05-01,KM_01,154.73,8.04,1.23,84.28,4.09,14.0,94.74,251.55
CIT-2023-0001,citrus,Hoedspruit_A,2025-2026,1,B1,9,12,2026-05-02,KM_01,223.29,9.02,1.6,86.24,4.27,4.0,117.76,237.15
CIT-2023-0001,citrus,Hoedspruit_A,2025-2026,2,B3,12,5,2026-05-09,TM_01,,9.73,1.07,95.43,3.57,7.0,149.02,218.78
CIT-2023-0001,citrus,Hoedspruit_A,2025-2026,3,B3,7,21,2026-05-31,TM_01,204.34,9.43,1.62,,3.61,9.0,133.86,247.77
CIT-2023-0002,citrus,Hoedspruit_A,2025-2026,1,B2,8,19,2026-05-03,TM_02,153.74,10.85,1.28,78.34,4.57,9.0,132.49,232.47
CIT-2023-0002,citrus,Hoedspruit_A,2025-2026,2,B3,12,19,2026-05-22,KM_01,182.59,12.31,0.92,88.41,4.9,7.0,127.91,248.47
CIT-2023-0002,citrus,Hoedspruit_A,2025-2026,3,B2,3,2,2026-05-02,TM_01,187.59,11.07,0.78,86.91,4.17,7.0,109.7,264.53
CIT-2023-0003,citrus,Hoedspruit_A,2025-2026,1,B2,6,12,2026-05-01,TM_01,139.16,12.76,1.7,93.51,4.39,6.0,117.96,250.87
CIT-2023-0003,citrus,Hoedspruit_A,2025-2026,2,B2,8,6,2026-05-31,TM_01,181.25,11.27,1.71,65.98,4.09,6.0,121.57,
CIT-2023-0003,citrus,Hoedspruit_A,2025-2026,3,B2,8,13,2026-05-25,TM_02,180.97,12.27,2.12,93.39,6.83,10.0,125.09,251.08
CIT-2023-0004,citrus,Hoedspruit_A,2025-2026,1,B2,9,24,2026-05-16,KM_01,173.86,,1.49,55.72,5.26,12.0,114.85,205.48
CIT-2023-0004,citrus,Hoedspruit_A,2025-2026,2,B3,3,19,2026-05-20,TM_02,202.12,12.07,0.95,96.47,5.2,13.0,105.02,224.18
CIT-2023-0004,citrus,Hoedspruit_A,2025-2026,3,B1,5,17,2026-06-06,TM_02,,9.63,0.78,105.99,4.16,12.0,125.19,213.55
CIT-2023-0005,citrus,Hoedspruit_A,2025-2026,1,B3,5,7,2026-06-01,TM_01,129.62,11.07,1.87,113.98,3.43,8.0,115.31,249.14
CIT-2023-0005,citrus,Hoedspruit_A,2025-2026,2,B1,4,8,2026-05-27,TM_02,163.59,13.49,1.36,112.69,6.63,8.0,117.04,233.96
CIT-2023-0005,citrus,Hoedspruit_A,2025-2026,3,B2,1,11,2026-06-07,TM_02,154.71,14.03,1.04,101.7,4.01,9.0,84.15,272.18
CIT-2023-0006,citrus,Hoedspruit_A,2025-2026,1,B3,8,11,2026-06-04,TM_02,159.44,11.85,0.98,80.74,4.5,8.0,111.12,217.6
CIT-2023-0006,citrus,Hoedspruit_A,2025-2026,2,B2,4,5,2026-05-05,TM_02,151.24,12.04,1.41,91.62,4.51,2.0,105.33,254.94
CIT-2023-0006,citrus,Hoedspruit_A,2025-2026,3,B1,8,15,2026-05-29,KM_01,164.09,12.55,0.71,76.54,3.88,3.0,137.06,219.97
CIT-2023-0007,citrus,Hoedspruit_A,2025-2026,1,B1,3,10,2026-06-05,TM_01,215.58,13.33,0.96,84.01,5.87,14.0,148.64,238.73
CIT-2023-0007,citrus,Hoedspruit_A,2025-2026,2,B3,12,3,2026-05-03,TM_01,165.4,11.42,1.54,69.54,5.27,10.0,,227.56
CIT-2023-0007,citrus,Hoedspruit_A,2025-2026,3,B2,11,14,2026-05-25,KM_01,175.94,11.28,1.69,73.59,5.31,9.0,96.11,257.04
CIT-2023-0008,citrus,Hoedspruit_A,2025-2026,1,B3,5,1,2026-05-20,TM_01,209.49,13.27,0.52,76.93,4.81,3.0,127.24,223.68
CIT-2023-0008,citrus,Hoedspruit_A,2025-2026,2,B1,3,12,2026-06-01,KM_01,199.05,11.67,1.43,95.47,4.91,10.0,147.32,243.15
CIT-2023-0008,citrus,Hoedspruit_A,2025-2026,3,B3,4,13,2026-05-15,TM_02,186.02,9.4,1.03,83.42,4.03,8.0,111.55,232.39
CIT-2023-0009,citrus,Hoedspruit_A,2025-2026,1,B3,5,11,2026-05-16,KM_01,196.87,9.81,1.15,81.43,5.98,6.0,118.17,238.87
CIT-2023-0009,citrus,Hoedspruit_A,2025-2026,2,B2,11,8,2026-06-03,TM_02,202.35,9.42,1.77,78.94,4.3,9.0,100.39,278.36
CIT-2023-0009,citrus,Hoedspruit_A,2025-2026,3,B3,6,24,2026-05-03,TM_02,205.28,12.24,1.34,92.18,5.93,5.0,97.97,239.06
CIT-2023-0010,citrus,Hoedspruit_A,2025-2026,1,B1,3,20,2026-06-11,TM_01,152.69,10.95,1.23,94.09,3.66,9.0,126.7,244.45
CIT-2023-0010,citrus,Hoedspruit_A,2025-2026,2,B3,6,17,2026-05-08,TM_02,172.69,9.96,1.56,97.73,4.78,11.0,75.23,247.4
CIT-2023-0010,citrus,Hoedspruit_A,2025-2026,3,B3,4,19,2026-05-18,TM_02,167.84,12.35,1.26,74.27,4.95,5.0,108.73,247.83
CIT-2023-0011,citrus,Hoedspruit_A,2025-2026,1,B2,8,17,2026-05-27,TM_01,213.7,8.54,2.34,81.45,6.05,9.0,92.89,227.12
CIT-2023-0011,citrus,Hoedspruit_A,2025-2026,2,B1,11,18,2026-05-26,TM_01,192.61,10.96,1.42,81.11,4.17,0.0,123.84,245.39
CIT-2023-0011,citrus,Hoedspruit_A,2025-2026,3,B3,2,15,2026-05-09,KM_01,160.85,12.58,1.11,53.8,5.04,17.0,70.35,249.77
CIT-2023-0012,citrus,Hoedspruit_A,2025-2026,1,B1,6,1,2026-05-20,TM_02,181.29,11.99,1.41,68.26,5.32,10.0,138.22,238.87
CIT-2023-0012,citrus,Hoedspruit_A,2025-2026,2,B2,14,15,2026-05-27,TM_02,179.45,12.78,0.91,81.67,4.74,7.0,118.65,257.5
CIT-2023-0012,citrus,Hoedspruit_A,2025-2026,3,B1,12,6,2026-06-09,TM_01,188.99,13.58,1.35,77.41,3.0,11.0,102.72,222.48
CIT-2023-0013,citrus,Hoedspruit_A,2025-2026,1,B1,9,11,2026-05-18,TM_02,198.56,9.33,1.31,96.68,5.26,10.0,138.42,233.88
CIT-2023-0013,citrus,Hoedspruit_A,2025-2026,2,B2,10,3,2026-06-08,KM_01,210.46,10.84,1.1,94.4,5.05,10.0,141.67,224.59
CIT-2023-0013,citrus,Hoedspruit_A,2025-2026,3,B2,8,9,2026-06-02,TM_02,200.83,12.68,1.51,79.09,6.58,12.0,145.32,245.29
CIT-2023-0014,citrus,Hoedspruit_A,2025-2026,1,B1,11,4,2026-05-26,TM_02,164.23,10.55,0.52,77.05,4.93,5.0,91.26,214.55
CIT-2023-0014,citrus,Hoedspruit_A,2025-2026,2,B1,3,16,2026-05-10,TM_02,149.64,12.07,1.06,85.07,3.85,7.0,99.32,239.48
CIT-2023-0014,citrus,Hoedspruit_A,2025-2026,3,B3,9,18,2026-05-17,TM_01,173.35,11.39,1.27,62.44,3.89,9.0,111.13,240.68
CIT-2023-0015,citrus,Hoedspruit_A,2025-2026,1,B1,5,19,2026-06-08,TM_01,171.25,11.73,0.73,102.66,4.57,15.0,132.02,229.37
CIT-2023-0015,citrus,Hoedspruit_A,2025-2026,2,B2,12,17,2026-05-12,TM_02,154.42,10.13,1.3,65.68,4.21,8.0,118.42,235.64
CIT-2023-0015,citrus,Hoedspruit_A,2025-2026,3,B2,3,9,2026-05-23,KM_01,172.73,9.51,0.5,94.25,4.12,4.0,168.77,252.32
CIT-2018-0001,citrus,Letsitele_D,2025-2026,1,B3,6,5,2026-05-24,KM_01,163.19,12.33,1.53,88.01,4.24,9.0,124.89,238.56
CIT-2018-0002,citrus,Letsitele_D,2025-2026,1,B1,2,14,2026-06-01,TM_02,182.28,11.7,1.29,103.71,4.25,3.0,122.38,245.39
CIT-2018-0002,citrus,Letsitele_D,2025-2026,2,B1,7,10,2026-06-08,TM_02,168.19,9.07,1.23,75.41,4.63,2.0,117.8,222.72
CIT-2018-0002,citrus,Letsitele_D,2025-2026,3,B3,14,24,2026-06-03,TM_02,175.18,13.14,0.91,77.08,4.39,10.0,115.63,251.67
CIT-2018-0003,citrus,Letsitele_D,2025-2026,1,B3,8,14,2026-05-21,TM_02,188.45,13.64,1.35,71.15,3.15,,117.94,251.97
CIT-2018-0003,citrus,Letsitele_D,2025-2026,2,B3,7,2,2026-06-09,TM_01,202.55,12.32,1.31,85.97,4.1,13.0,137.33,263.47
CIT-2018-0003,citrus,Letsitele_D,2025-2026,3,B1,4,22,2026-05-15,TM_01,219.2,12.64,1.2,98.47,3.06,8.0,124.03,248.15
CIT-2018-0004,citrus,Letsitele_D,2025-2026,1,B1,8,20,2026-05-03,KM_01,193.68,11.83,1.8,70.63,5.8,12.0,123.84,249.77
CIT-2018-0004,citrus,Letsitele_D,2025-2026,2,B3,10,21,2026-05-13,KM_01,187.88,9.82,0.98,82.69,4.96,4.0,128.5,220.46
CIT-2018-0004,citrus,Letsitele_D,2025-2026,3,B3,4,14,2026-05-03,TM_02,182.06,11.63,1.36,73.24,3.93,6.0,138.08,250.11
CIT-2018-0005,citrus,Letsitele_D,2025-2026,1,B2,3,23,2026-05-22,TM_01,188.81,10.42,0.5,99.9,5.14,17.0,135.57,
CIT-2018-0005,citrus,Letsitele_D,2025-2026,2,B2,5,12,2026-05-06,TM_02,211.46,8.22,0.7,77.41,5.69,9.0,99.34,246.91
CIT-2018-0005,citrus,Letsitele_D,2025-2026,3,B1,1,18,2026-05-04,TM_02,161.82,8.59,1.67,82.81,5.18,11.0,108.2,227.29
CIT-2018-0006,citrus,Letsitele_D,2025-2026,1,B1,13,10,2026-06-13,KM_01,205.0,9.41,1.59,93.97,4.42,8.0,115.03,223.61
CIT-2018-0006,citrus,Letsitele_D,2025-2026,2,B2,10,3,2026-06-09,TM_01,172.61,,1.04,95.0,3.61,10.0,95.37,230.29
CIT-2018-0006,citrus,Letsitele_D,2025-2026,3,B2,10,6,2026-05-22,KM_01,183.52,9.63,1.6,70.27,5.14,9.0,110.72,222.76
CIT-2018-0007,citrus,Letsitele_D,2025-2026,1,B1,9,5,2026-05-26,KM_01,237.17,11.63,1.41,93.83,5.21,,142.39,224.57
CIT-2018-0007,citrus,Letsitele_D,2025-2026,2,B3,2,15,2026-05-22,KM_01,206.69,12.65,1.19,79.27,3.47,12.0,113.71,231.92
CIT-2018-0007,citrus,Letsitele_D,2025-2026,3,B3,7,2,2026-05-29,KM_01,202.49,11.24,1.36,70.63,3.47,8.0,104.45,258.32
CIT-2018-0008,citrus,Letsitele_D,2025-2026,1,B1,3,15,2026-06-05,TM_02,151.5,9.2,0.74,97.15,3.81,12.0,120.8,
CIT-2018-0008,citrus,Letsitele_D,2025-2026,2,B2,12,21,2026-05-09,TM_01,,10.9,1.06,80.75,3.08,8.0,112.3,254.17
CIT-2018-0009,citrus,Letsitele_D,2025-2026,1,B3,5,14,2026-05-30,KM_01,185.97,12.33,1.19,79.22,4.84,6.0,119.53,237.02
CIT-2018-0009,citrus,Letsitele_D,2025-2026,2,B1,7,20,2026-05-07,TM_02,205.14,12.13,1.14,72.78,4.98,4.0,97.63,
CIT-2018-0009,citrus,Letsitele_D,2025-2026,3,B3,14,21,2026-06-06,TM_02,148.32,11.44,1.35,65.26,4.62,5.0,129.09,220.12
CIT-2018-0010,citrus,Letsitele_D,2025-2026,1,B1,5,24,2026-05-27,TM_01,194.69,,1.79,95.02,5.06,4.0,151.38,230.54
CIT-2018-0010,citrus,Letsitele_D,2025-2026,2,B2,10,16,2026-06-08,KM_01,181.49,12.17,1.53,100.75,4.59,11.0,111.54,226.57
CIT-2018-0010,citrus,Letsitele_D,2025-2026,3,B1,1,24,2026-05-11,TM_02,187.96,12.41,1.47,77.9,3.32,11.0,153.51,233.59
CIT-2018-0011,citrus,Letsitele_D,2025-2026,1,B2,13,17,2026-06-03,TM_01,170.44,,2.02,70.3,2.81,11.0,94.24,230.26
CIT-2018-0011,citrus,Letsitele_D,2025-2026,2,B2,2,15,2026-05-20,TM_01,168.01,10.64,1.22,87.88,4.29,4.0,102.99,245.39
CIT-2018-0011,citrus,Letsitele_D,2025-2026,3,B1,7,14,2026-06-05,TM_01,195.4,12.74,1.17,103.73,4.7,3.0,112.03,271.19
CIT-2018-0012,citrus,Letsitele_D,2025-2026,1,B2,11,8,2026-05-24,KM_01,172.19,10.28,,106.71,3.92,5.0,100.8,239.66
CIT-2018-0012,citrus,Letsitele_D,2025-2026,2,B1,3,22,2026-05-18,TM_02,163.59,11.64,1.63,87.03,4.9,10.0,145.01,
CIT-2018-0012,citrus,Letsitele_D,2025-2026,3,B2,4,23,2026-06-03,TM_02,202.89,10.46,0.67,83.12,5.43,4.0,129.95,209.22
CIT-2018-0013,citrus,Letsitele_D,2025-2026,1,B1,1,21,2026-05-10,TM_01,188.04,12.45,1.3,85.14,3.91,18.0,125.21,220.89
CIT-2018-0013,citrus,Letsitele_D,2025-2026,2,B3,11,5,2026-05-06,TM_01,196.72,11.69,1.15,91.33,3.69,7.0,92.0,239.35
CIT-2018-0013,citrus,Letsitele_D,2025-2026,3,B1,11,6,2026-06-14,TM_02,188.05,9.63,0.94,88.46,3.79,10.0,120.09,224.84
CIT-2018-0014,citrus,Letsitele_D,2025-2026,1,B3,13,6,2026-05-17,KM_01,173.56,9.82,1.53,98.0,5.58,11.0,120.66,238.45
CIT-2018-0014,citrus,Letsitele_D,2025-2026,2,B3,5,11,2026-05-31,TM_02,162.85,11.84,0.99,113.95,5.39,15.0,120.08,249.0
CIT-2018-0014,citrus,Letsitele_D,2025-2026,3,B3,11,14,2026-05-12,KM_01,163.25,13.9,0.68,107.16,4.01,10.0,133.86,222.31
CIT-2018-0015,citrus,Letsitele_D,2025-2026,2,B2,6,12,2026-05-31,TM_02,171.3,9.64,1.53,89.88,4.83,8.0,174.24,241.83
CIT-2018-0015,citrus,Letsitele_D,2025-2026,3,B3,13,22,2026-05-12,TM_01,138.03,11.28,1.01,95.9,4.47,4.0,114.17,265.12
CIT-2018-0016,citrus,Letsitele_D,2025-2026,1,B2,10,22,2026-05-21,TM_01,166.35,10.66,0.97,70.08,3.99,15.0,81.5,236.03
CIT-2018-0016,citrus,Letsitele_D,2025-2026,2,B3,9,6,2026-05-17,TM_01,167.19,12.63,1.91,71.03,3.86,9.0,132.45,236.73
CIT-2018-0016,citrus,Letsitele_D,2025-2026,3,B2,7,22,2026-05-16,TM_02,164.42,12.86,1.37,75.21,4.73,8.0,133.55,241.43
CIT-2018-0017,citrus,Letsitele_D,2025-2026,1,B3,9,24,2026-05-06,TM_02,193.8,,0.41,80.32,4.36,10.0,108.95,241.24
CIT-2018-0017,citrus,Letsitele_D,2025-2026,2,B3,14,24,2026-06-10,TM_02,182.56,12.87,1.73,92.89,4.41,15.0,145.09,239.63
CIT-2018-0017,citrus,Letsitele_D,2025-2026,3,B3,14,14,2026-05-13,KM_01,220.72,10.63,0.66,82.7,4.92,10.0,84.44,223.0
CIT-2019-0001,citrus,Letsitele_D,2025-2026,1,B2,14,21,2026-06-01,TM_02,202.37,12.22,1.4,107.05,4.48,9.0,109.5,253.37
CIT-2019-0001,citrus,Letsitele_D,2025-2026,2,B1,5,13,2026-06-06,KM_01,200.19,9.69,1.73,80.1,5.38,10.0,125.99,228.75
