genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,acidity_percent,juice_content_ml,rind_thickness_mm,seed_count,yield_kg_per_tree,days_to_maturity
CIT-2021-0007,citrus,Hoedspruit_A,2024-2025,2,B2,10,1,2025-05-01,TM_01,423.68,12.11,1.5,98.53,4.17,3.0,102.34,246.88
CIT-2021-0007,citrus,Hoedspruit_A,2024-2025,3,B2,9,22,2025-06-01,KM_01,210.34,11.51,3.56,96.31,6.37,5.0,129.81,253.77
CIT-2021-0008,citrus,Hoedspruit_A,2024-2025,1,B2,7,19,2025-05-07,KM_01,168.85,12.33,1.26,81.31,5.66,12.0,93.31,203.44
CIT-2021-0008,citrus,Hoedspruit_A,2024-2025,2,B2,2,13,2025-05-03,TM_02,138.39,10.86,1.62,104.15,5.19,4.0,127.2,245.5
CIT-2021-0008,citrus,Hoedspruit_A,2024-2025,3,B1,14,4,2025-05-28,KM_01,98.69,10.54,1.04,109.66,4.71,6.0,83.48,226.04
CIT-2021-0009,citrus,Hoedspruit_A,2024-2025,1,B1,14,10,2025-05-05,TM_02,183.49,10.61,,,5.32,11.0,146.75,228.01
CIT-2021-0009,citrus,Hoedspruit_A,2024-2025,2,B3,6,8,2025-06-03,TM_02,195.56,12.5,0.76,78.77,3.64,3.0,112.86,228.56
CIT-2021-0009,citrus,Hoedspruit_A,2024-2025,3,B1,3,14,2025-05-12,KM_01,180.54,11.13,1.18,95.1,4.47,3.0,116.48,191.57
CIT-2021-0010,citrus,Hoedspruit_A,2024-2025,1,B2,8,7,2025-05-26,KM_01,174.08,11.93,1.26,69.59,4.02,0.0,123.34,255.44
CIT-2021-0010,citrus,Hoedspruit_A,2024-2025,2,B3,3,9,2025-05-28,TM_02,180.47,9.97,0.64,73.09,4.94,5.0,102.1,
CIT-2021-0010,citrus,Hoedspruit_A,2024-2025,3,B2,10,4,2025-06-10,KM_01,162.51,11.69,1.27,77.32,3.35,,122.38,244.3
CIT-2021-0011,citrus,Hoedspruit_A,2024-2025,1,B2,11,13,2025-05-31,KM_01,166.55,9.03,1.08,73.0,4.52,3.0,88.77,241.8
CIT-2021-0011,citrus,Hoedspruit_A,2024-2025,2,B2,11,10,2025-05-17,TM_02,453.39,,0.48,95.95,3.92,6.0,138.34,225.69
CIT-2021-0011,citrus,Hoedspruit_A,2024-2025,3,B1,1,24,2025-06-04,TM_02,230.17,9.97,0.78,72.0,5.67,15.0,129.58,208.37
CIT-2021-0012,citrus,Hoedspruit_A,2024-2025,1,B2,6,18,2025-05-19,TM_01,176.64,8.09,0.77,92.26,5.34,7.0,118.47,254.62
CIT-2021-0012,citrus,Hoedspruit_A,2024-2025,2,B3,5,22,2025-05-26,TM_01,158.94,8.7,1.65,79.28,3.63,10.0,165.94,244.18
CIT-2021-0012,citrus,Hoedspruit_A,2024-2025,3,B1,1,1,2025-05-09,TM_02,200.65,11.4,0.74,83.82,4.4,6.0,117.6,237.73
CIT-2021-0013,citrus,Hoedspruit_A,2024-2025,1,B1,2,6,2025-05-28,TM_01,222.28,12.69,1.0,82.37,5.12,9.0,106.02,237.26
CIT-2021-0013,citrus,Hoedspruit_A,2024-2025,2,B1,11,19,2025-05-24,TM_02,203.44,11.91,1.4,108.65,3.83,3.0,131.26,203.15
CIT-2021-0013,citrus,Hoedspruit_A,2024-2025,3,B1,2,7,2025-05-24,TM_02,197.2,13.7,0.76,85.19,3.82,13.0,110.86,217.12
CIT-2021-0014,citrus,Hoedspruit_A,2024-2025,1,B3,12,10,2025-05-24,KM_01,183.69,12.51,1.16,85.57,6.16,7.0,116.11,248.67
CIT-2021-0014,citrus,Hoedspruit_A,2024-2025,2,B1,11,14,2025-06-11,TM_01,,11.66,1.42,111.73,6.65,8.0,149.54,264.14
CIT-2021-0014,citrus,Hoedspruit_A,2024-2025,3,B2,7,2,2025-05-14,TM_02,169.04,11.84,1.06,70.17,5.42,8.0,131.13,293.58
CIT-2021-0015,citrus,Hoedspruit_A,2024-2025,1,B1,6,4,2025-05-23,TM_01,155.74,10.91,1.08,76.66,4.48,9.0,91.31,255.85
CIT-2021-0015,citrus,Hoedspruit_A,2024-2025,2,B1,13,14,2025-06-08,TM_02,185.42,12.35,1.46,81.82,4.75,10.0,128.0,228.7
CIT-2021-0015,citrus,Hoedspruit_A,2024-2025,3,B2,14,17,2025-05-14,TM_01,173.76,10.36,1.02,81.97,3.75,9.0,123.03,215.89
CIT-2021-0016,citrus,Hoedspruit_A,2024-2025,1,B1,7,18,2025-06-01,KM_01,151.14,10.61,,75.77,5.4,3.0,,223.11
CIT-2021-0016,citrus,Hoedspruit_A,2024-2025,2,B1,5,3,2025-06-07,TM_01,168.92,11.12,1.06,94.4,5.07,1.0,121.06,226.11
CIT-2021-0016,citrus,Hoedspruit_A,2024-2025,3,B1,6,8,2025-06-07,TM_01,125.38,9.83,0.97,86.88,4.84,,99.68,226.55
CIT-2021-0017,citrus,Hoedspruit_A,2024-2025,1,B2,11,17,2025-05-06,KM_01,159.85,10.88,1.64,79.25,4.45,7.0,102.11,235.86
CIT-2021-0017,citrus,Hoedspruit_A,2024-2025,2,B1,11,23,2025-05-05,KM_01,163.87,10.79,1.25,90.77,5.24,13.0,126.79,249.2
CIT-2021-0017,citrus,Hoedspruit_A,2024-2025,3,B2,12,16,2025-05-23,KM_01,133.14,10.27,1.16,93.11,4.69,0.0,103.08,227.63
CIT-2022-0001,citrus,Hoedspruit_A,2024-2025,1,B3,9,23,2025-05-10,KM_01,159.37,12.49,1.17,114.63,4.07,2.0,116.93,262.07
CIT-2022-0001,citrus,Hoedspruit_A,2024-2025,2,B1,7,6,2025-05-08,KM_01,147.16,11.35,1.32,103.46,5.59,10.0,55.5,241.61
CIT-2022-0001,citrus,Hoedspruit_A,2024-2025,3,B1,8,17,2025-06-12,KM_01,211.56,11.01,0.99,71.99,3.57,10.0,127.67,259.19
CIT-2022-0002,citrus,Hoedspruit_A,2024-2025,1,B2,2,1,2025-05-23,TM_01,118.1,11.67,1.8,93.54,5.22,3.0,119.79,240.7
CIT-2022-0002,citrus,Hoedspruit_A,2024-2025,2,B1,1,21,2025-05-19,TM_01,111.84,13.66,1.46,78.36,5.38,13.0,139.68,237.14
CIT-2022-0002,citrus,Hoedspruit_A,2024-2025,3,B1,12,9,2025-06-12,TM_01,187.84,10.17,0.96,96.84,5.0,8.0,144.46,239.0
CIT-2022-0003,citrus,Hoedspruit_A,2024-2025,1,B1,6,6,2025-05-09,TM_02,185.27,12.59,1.62,73.48,5.41,13.0,132.24,238.79
CIT-2022-0003,citrus,Hoedspruit_A,2024-2025,2,B2,12,19,2025-06-09,TM_01,168.6,12.46,1.42,85.37,2.89,10.0,126.13,257.39
CIT-2022-0003,citrus,Hoedspruit_A,2024-2025,3,B3,3,15,2025-05-10,TM_01,208.4,11.2,1.03,93.29,5.73,11.0,123.03,240.68
CIT-2022-0004,citrus,Hoedspruit_A,2024-2025,1,B2,13,22,2025-06-12,KM_01,169.04,11.74,0.85,63.83,4.74,11.0,109.84,234.28
CIT-2022-0004,citrus,Hoedspruit_A,2024-2025,2,B3,10,9,2025-05-28,KM_01,150.12,11.52,1.46,217.51,3.56,5.0,117.75,235.0
CIT-2022-0004,citrus,Hoedspruit_A,2024-2025,3,B1,1,6,2025-06-01,TM_02,162.48,9.07,1.04,71.74,3.78,4.0,90.03,215.92
CIT-2022-0005,citrus,Hoedspruit_A,2024-2025,1,B2,4,10,2025-05-25,KM_01,208.35,10.1,1.18,111.96,6.1,9.0,184.97,246.12
CIT-2022-0005,citrus,Hoedspruit_A,2024-2025,2,B3,12,19,2025-05-04,TM_02,212.4,11.35,1.32,92.86,7.19,8.0,126.59,255.11
CIT-2022-0005,citrus,Hoedspruit_A,2024-2025,3,B1,3,22,2025-05-26,TM_02,228.59,10.05,1.95,99.53,5.11,12.0,160.03,259.43
CIT-2022-0006,citrus,Hoedspruit_A,2024-2025,1,B3,8,19,2025-06-09,TM_02,220.31,11.7,1.15,101.13,4.14,4.0,120.51,221.97
CIT-2022-0006,citrus,Hoedspruit_A,2024-2025,2,B1,3,7,2025-05-23,TM_02,229.43,13.36,1.3,88.97,3.99,5.0,122.46,241.32
CIT-2022-0006,citrus,Hoedspruit_A,2024-2025,3,B1,7,19,2025-05-02,TM_01,191.56,11.64,0.96,106.61,4.55,3.0,110.55,235.06
CIT-2022-0007,citrus,Hoedspruit_A,2024-2025,1,B2,13,22,2025-05-03,TM_02,208.99,10.81,0.91,62.28,6.29,7.0,118.14,240.81
CIT-2022-0007,citrus,Hoedspruit_A,2024-2025,2,B1,5,12,2025-05-13,TM_02,220.28,12.43,1.36,61.46,5.83,5.0,136.46,236.28
CIT-2022-0007,citrus,Hoedspruit_A,2024-2025,3,B1,12,10,2025-05-16,TM_01,182.21,11.99,1.08,68.54,4.96,11.0,103.78,238.59
CIT-2022-0008,citrus,Hoedspruit_A,2024-2025,1,B3,2,6,2025-05-10,TM_02,,,1.28,,4.81,7.0,152.61,233.97
CIT-2022-0008,citrus,Hoedspruit_A,2024-2025,2,B3,6,12,2025-05-26,TM_02,156.51,14.88,1.56,97.21,4.42,5.0,123.21,214.87
CIT-2022-0008,citrus,Hoedspruit_A,2024-2025,3,B1,1,5,2025-05-05,KM_01,154.66,14.94,1.18,87.34,3.95,3.0,122.21,207.82
CIT-2022-0009,citrus,Hoedspruit_A,2024-2025,1,B2,7,9,2025-05-19,TM_01,159.16,12.01,1.32,65.15,4.41,10.0,153.08,225.28
CIT-2022-0009,citrus,Hoedspruit_A,2024-2025,2,B1,13,24,2025-05-06,TM_01,172.22,13.71,1.44,71.44,5.4,10.0,145.3,261.5
CIT-2022-0010,citrus,Hoedspruit_A,2024-2025,2,B1,3,24,2025-05-26,KM_01,185.56,13.51,1.11,68.19,5.35,11.0,135.25,264.56
CIT-2022-0010,citrus,Hoedspruit_A,2024-2025,3,B1,13,14,2025-06-05,KM_01,182.75,11.58,1.91,100.2,4.05,5.0,123.15,261.61
CIT-2022-0011,citrus,Hoedspruit_A,2024-2025,1,B3,7,18,2025-05-22,TM_01,213.54,10.06,3.04,75.86,6.19,9.0,116.42,273.99
CIT-2022-0011,citrus,Hoedspruit_A,2024-2025,2,B2,10,5,2025-05-19,KM_01,185.85,11.12,1.12,67.96,4.66,12.0,138.8,274.6
CIT-2022-0011,citrus,Hoedspruit_A,2024-2025,3,B3,2,13,2025-05-19,TM_01,202.63,10.05,0.74,74.43,4.63,10.0,158.04,234.17
CIT-2022-0012,citrus,Hoedspruit_A,2024-2025,1,B3,4,18,2025-05-14,TM_01,211.11,10.88,1.06,94.83,5.2,9.0,137.75,256.73
CIT-2022-0012,citrus,Hoedspruit_A,2024-2025,2,B2,11,16,2025-05-25,TM_02,183.74,12.83,0.78,71.41,4.4,10.0,152.96,211.31
CIT-2022-0012,citrus,Hoedspruit_A,2024-2025,3,B2,4,8,2025-05-20,KM_01,438.62,13.34,1.36,94.39,5.64,7.0,136.2,232.24
CIT-2022-0013,citrus,Hoedspruit_A,2024-2025,1,B1,12,24,2025-06-13,TM_02,174.78,,1.08,71.1,4.44,9.0,96.73,250.03
CIT-2022-0013,citrus,Hoedspruit_A,2024-2025,2,B2,8,10,2025-05-22,KM_01,199.18,11.34,0.9,88.53,4.45,1.0,138.68,252.97
CIT-2022-0013,citrus,Hoedspruit_A,2024-2025,3,B1,4,2,2025-05-18,TM_01,192.03,14.8,1.16,67.34,6.2,0.0,145.03,233.47
CIT-2022-0014,citrus,Hoedspruit_A,2024-2025,1,B2,9,13,2025-05-17,TM_02,147.46,10.32,1.4,99.92,4.93,10.0,127.12,233.3
CIT-2022-0014,citrus,Hoedspruit_A,2024-2025,2,B3,14,4,2025-05-06,TM_01,160.66,11.27,0.7,79.94,5.03,12.0,110.6,229.14
CIT-2022-0014,citrus,Hoedspruit_A,2024-2025,3,B1,6,9,2025-05-19,KM_01,189.14,12.87,0.94,84.13,3.85,11.0,126.61,213.79
CIT-2022-0015,citrus,Hoedspruit_A,2024-2025,1,B1,13,4,2025-06-11,TM_01,237.05,11.68,1.03,,6.32,4.0,88.98,272.74
CIT-2022-0015,citrus,Hoedspruit_A,2024-2025,2,B3,1,6,2025-05-26,KM_01,222.65,11.62,0.85,87.89,4.3,7.0,114.67,256.03
CIT-2022-0015,citrus,Hoedspruit_A,2024-2025,3,B2,7,9,2025-05-01,TM_02,183.92,11.56,1.22,87.62,4.53,3.0,103.96,256.46
CIT-2022-0016,citrus,Hoedspruit_A,2024-2025,1,B3,13,1,2025-05-21,KM_01,170.37,9.54,0.47,94.19,2.61,,76.21,220.33
CIT-2022-0016,citrus,Hoedspruit_A,2024-2025,2,B1,12,18,2025-05-03,TM_01,120.2,9.5,0.28,68.58,2.84,14.0,103.23,238.18
CIT-2022-0016,citrus,Hoedspruit_A,2024-2025,3,B3,2,24,2025-06-09,KM_01,151.39,11.71,1.02,85.35,3.46,8.0,105.78,249.0
CIT-2022-0017,citrus,Hoedspruit_A,2024-2025,1,B1,3,23,2025-06-11,KM_01,245.09,10.04,1.08,10.79,3.02,8.0,100.5,
CIT-2022-0017,citrus,Hoedspruit_A,2024-2025,2,B3,4,16,2025-05-28,KM_01,174.97,10.05,1.16,78.85,,12.0,111.3,210.45
CIT-2022-0017,citrus,Hoedspruit_A,2024-2025,3,B3,2,22,2025-06-01,KM_01,218.9,9.4,1.6,81.01,4.29,10.0,115.55,239.84
CIT-2023-0001,citrus,Hoedspruit_A,2024-2025,1,B3,10,10,2025-06-10,TM_01,206.74,10.43,2.01,82.28,3.53,8.0,156.55,235.54
CIT-2023-0001,citrus,Hoedspruit_A,2024-2025,2,B2,9,7,2025-05-13,KM_01,187.18,9.73,1.28,92.33,5.1,7.0,,238.22
CIT-2023-0001,citrus,Hoedspruit_A,2024-2025,3,B2,5,19,2025-06-07,TM_01,203.43,10.62,0.96,88.17,5.42,9.0,129.0,226.51
CIT-2023-0002,citrus,Hoedspruit_A,2024-2025,1,B1,14,4,2025-06-08,TM_01,168.47,10.15,1.0,79.88,4.59,4.0,131.76,251.92
CIT-2023-0002,citrus,Hoedspruit_A,2024-2025,2,B3,3,5,2025-05-02,TM_01,167.33,8.96,,92.65,5.14,3.0,121.19,254.92
CIT-2023-0002,citrus,Hoedspruit_A,2024-2025,3,B2,9,16,2025-05-20,TM_01,191.1,11.01,1.5,97.88,5.6,4.0,113.02,276.32
CIT-2023-0003,citrus,Hoedspruit_A,2024-2025,1,B2,4,10,2025-05-15,TM_02,162.69,11.8,1.33,88.88,6.73,9.0,162.99,238.16
CIT-2023-0003,citrus,Hoedspruit_A,2024-2025,2,B2,9,22,2025-06-09,TM_02,162.63,9.37,1.66,73.75,5.2,6.0,111.77,237.23
CIT-2023-0003,citrus,Hoedspruit_A,2024-2025,3,B3,10,16,2025-05-15,KM_01,179.22,13.16,1.87,70.93,4.08,5.0,150.93,651.15
CIT-2023-0004,citrus,Hoedspruit_A,2024-2025,1,B2,14,4,2025-05-11,TM_01,206.36,11.99,1.38,81.45,3.32,9.0,93.93,238.27
CIT-2023-0004,citrus,Hoedspruit_A,2024-2025,2,B3,8,17,2025-05-07,TM_01,210.25,11.49,0.84,72.74,3.65,3.0,76.09,200.89
CIT-2023-0004,citrus,Hoedspruit_A,2024-2025,3,B2,9,6,2025-06-07,TM_01,180.76,14.54,1.43,73.7,3.38,10.0,105.53,235.93
CIT-2023-0005,citrus,Hoedspruit_A,2024-2025,1,B1,1,3,2025-06-04,TM_01,145.09,12.4,2.19,110.91,3.12,6.0,125.87,241.84
CIT-2023-0005,citrus,Hoedspruit_A,2024-2025,2,B1,2,22,2025-05-31,TM_01,188.12,13.53,1.25,96.81,5.69,8.0,106.4,253.82
CIT-2023-0005,citrus,Hoedspruit_A,2024-2025,3,B1,4,18,2025-06-12,KM_01,169.18,11.11,1.52,116.12,4.25,10.0,111.62,236.94
CIT-2023-0006,citrus,Hoedspruit_A,2024-2025,1,B1,2,18,2025-05-22,TM_02,199.36,10.86,1.1,70.07,4.77,4.0,146.66,234.04
CIT-2023-0006,citrus,Hoedspruit_A,2024-2025,2,B1,4,4,2025-05-25,TM_01,181.15,10.48,0.75,77.25,3.32,0.0,130.52,221.24
CIT-2023-0006,citrus,Hoedspruit_A,2024-2025,3,B3,6,16,2025-06-12,TM_01,150.91,10.97,0.82,65.43,4.64,2.0,135.32,215.5
CIT-2023-0007,citrus,Hoedspruit_A,2024-2025,1,B1,6,16,2025-05-03,TM_01,156.81,10.48,1.52,82.65,5.86,10.0,126.21,277.68
CIT-2023-0007,citrus,Hoedspruit_A,2024-2025,2,B3,5,12,2025-06-06,TM_01,179.38,1.13,1.05,90.83,3.95,13.0,118.18,233.25
CIT-2023-0007,citrus,Hoedspruit_A,2024-2025,3,B1,2,7,2025-05-03,TM_02,213.18,13.39,1.52,66.71,6.11,14.0,103.76,242.99
CIT-2023-0008,citrus,Hoedspruit_A,2024-2025,1,B1,9,1,2025-05-10,TM_01,194.59,10.93,0.88,86.75,3.98,8.0,97.23,246.73
CIT-2023-0008,citrus,Hoedspruit_A,2024-2025,2,B1,7,15,2025-05-18,TM_01,208.93,9.57,0.7,77.66,5.31,5.0,132.76,221.01
CIT-2023-0008,citrus,Hoedspruit_A,2024-2025,3,B1,13,18,2025-05-27,TM_01,183.64,9.09,1.3,99.06,3.99,7.0,112.3,237.79
CIT-2023-0009,citrus,Hoedspruit_A,2024-2025,1,B1,13,11,2025-05-16,TM_02,203.67,9.98,1.65,84.77,4.3,6.0,81.82,293.08
CIT-2023-0009,citrus,Hoedspruit_A,2024-2025,2,B1,6,14,2025-06-05,TM_01,153.53,10.68,1.85,101.6,5.33,11.0,119.48,263.38
CIT-2023-0009,citrus,Hoedspruit_A,2024-2025,3,B2,5,23,2025-05-30,TM_02,189.99,10.97,1.42,71.27,4.52,6.0,106.54,282.44
CIT-2023-0010,citrus,Hoedspruit_A,2024-2025,1,B3,3,24,2025-06-03,KM_01,161.58,12.27,1.2,93.05,6.13,8.0,125.51,237.31
CIT-2023-0010,citrus,Hoedspruit_A,2024-2025,2,B2,4,9,2025-06-01,TM_02,,11.83,2.04,73.82,3.61,12.0,137.75,212.0
CIT-2023-0010,citrus,Hoedspruit_A,2024-2025,3,B1,13,13,2025-05-11,KM_01,185.05,13.2,1.26,88.33,5.22,16.0,117.43,249.35
CIT-2023-0011,citrus,Hoedspruit_A,2024-2025,1,B1,7,7,2025-05-17,KM_01,,11.89,1.35,61.86,4.27,1.0,125.07,232.3
CIT-2023-0011,citrus,Hoedspruit_A,2024-2025,2,B3,4,3,2025-06-06,KM_01,206.99,12.36,1.55,81.66,4.3,8.0,120.59,208.72
CIT-2023-0011,citrus,Hoedspruit_A,2024-2025,3,B3,8,3,2025-06-12,KM_01,204.83,10.97,2.04,83.11,4.36,11.0,130.21,247.76
CIT-2023-0012,citrus,Hoedspruit_A,2024-2025,1,B3,6,15,2025-05-09,KM_01,188.11,10.27,0.81,93.14,4.69,8.0,134.42,235.73
CIT-2023-0012,citrus,Hoedspruit_A,2024-2025,2,B2,4,21,2025-05-13,TM_01,209.89,10.73,1.61,89.77,5.46,2.0,130.92,231.93
CIT-2023-0012,citrus,Hoedspruit_A,2024-2025,3,B3,1,18,2025-06-09,TM_01,201.33,11.73,1.37,99.92,3.85,9.0,88.51,271.91
CIT-2023-0013,citrus,Hoedspruit_A,2024-2025,1,B1,6,14,2025-06-14,TM_01,187.33,12.23,1.07,79.21,3.55,8.0,94.68,224.51
CIT-2023-0013,citrus,Hoedspruit_A,2024-2025,2,B1,10,4,2025-05-28,KM_01,197.14,12.33,0.99,97.74,4.61,7.0,124.99,245.32
CIT-2023-0013,citrus,Hoedspruit_A,2024-2025,3,B3,5,18,2025-05-10,TM_01,169.21,11.66,1.81,67.8,3.77,10.0,125.49,218.41
CIT-2023-0014,citrus,Hoedspruit_A,2024-2025,1,B2,6,8,2025-06-01,TM_02,164.95,11.28,1.13,93.76,6.31,6.0,98.03,248.3
CIT-2023-0014,citrus,Hoedspruit_A,2024-2025,2,B1,6,1,2025-05-10,TM_01,169.02,11.28,0.9,92.34,5.02,,100.84,
CIT-2023-0014,citrus,Hoedspruit_A,2024-2025,3,B3,7,4,2025-06-04,KM_01,175.92,9.42,2.19,70.09,5.59,11.0,81.48,254.12
CIT-2023-0015,citrus,Hoedspruit_A,2024-2025,1,B2,12,9,2025-06-03,KM_01,147.03,13.52,1.36,77.43,5.0,5.0,120.52,196.01
CIT-2023-0015,citrus,Hoedspruit_A,2024-2025,2,B2,8,14,2025-06-14,KM_01,152.6,10.55,1.12,80.28,3.89,8.0,94.48,244.22
CIT-2023-0015,citrus,Hoedspruit_A,2024-2025,3,B3,12,21,2025-05-14,TM_01,208.89,11.19,1.49,106.89,4.67,8.0,115.12,220.09
CIT-2018-0001,citrus,Letsitele_D,2024-2025,1,B3,14,2,2025-05-01,TM_02,198.25,10.25,1.35,88.8,4.75,10.0,121.08,255.32
CIT-2018-0001,citrus,Letsitele_D,2024-2025,2,B2,4,11,2025-05-05,KM_01,153.26,10.26,1.15,86.56,6.59,5.0,128.96,252.39
CIT-2018-0001,citrus,Letsitele_D,2024-2025,3,B2,9,19,2025-05-03,TM_02,180.41,11.36,1.75,100.22,5.36,12.0,129.89,250.85
CIT-2018-0002,citrus,Letsitele_D,2024-2025,1,B3,1,13,2025-06-12,TM_02,148.77,12.68,1.27,78.53,4.89,8.0,132.53,
CIT-2018-0002,citrus,Letsitele_D,2024-2025,2,B3,8,8,2025-05-01,KM_01,163.78,13.55,0.93,69.3,5.87,4.0,119.67,253.37
CIT-2018-0002,citrus,Letsitele_D,2024-2025,3,B2,12,21,2025-05-29,KM_01,191.34,11.84,1.4,56.34,4.45,8.0,141.16,257.04
CIT-2018-0003,citrus,Letsitele_D,2024-2025,1,B3,6,23,2025-05-27,KM_01,181.26,9.58,0.84,56.79,3.77,11.0,131.68,269.77
CIT-2018-0003,citrus,Letsitele_D,2024-2025,2,B2,3,13,2025-05-20,TM_01,171.86,10.32,1.05,91.14,3.36,5.0,140.89,220.14
CIT-2018-0003,citrus,Letsitele_D,2024-2025,3,B1,13,7,2025-05-13,TM_02,212.99,11.55,0.84,90.0,3.44,10.0,150.33,254.32
CIT-2018-0004,citrus,Letsitele_D,2024-2025,1,B1,4,1,2025-05-14,TM_02,179.01,11.84,0.38,84.46,3.48,2.0,106.46,218.52
CIT-2018-0004,citrus,Letsitele_D,2024-2025,2,B1,5,23,2025-06-14,TM_02,198.49,10.66,1.13,102.34,5.71,10.0,105.24,242.63
CIT-2018-0004,citrus,Letsitele_D,2024-2025,3,B2,6,12,2025-05-15,TM_02,175.75,9.95,1.17,99.66,4.84,7.0,110.94,234.46
CIT-2018-0005,citrus,Letsitele_D,2024-2025,1,B3,13,9,2025-06-03,TM_01,179.31,11.63,0.57,79.94,2.52,12.0,132.8,230.06
CIT-2018-0005,citrus,Letsitele_D,2024-2025,2,B1,5,4,2025-05-09,TM_02,221.77,9.45,0.79,94.74,5.07,11.0,131.46,267.94
CIT-2018-0005,citrus,Letsitele_D,2024-2025,3,B1,4,10,2025-06-04,TM_02,211.88,11.95,0.85,102.07,3.86,10.0,122.36,228.07
CIT-2018-0006,citrus,Letsitele_D,2024-2025,1,B3,13,5,2025-05-12,TM_01,189.5,11.12,2.03,85.21,5.53,12.0,125.86,257.79
CIT-2018-0006,citrus,Letsitele_D,2024-2025,2,B3,1,13,2025-05-10,KM_01,190.73,9.82,1.47,93.82,3.52,4.0,135.62,255.48
CIT-2018-0006,citrus,Letsitele_D,2024-2025,3,B2,7,20,2025-06-07,KM_01,138.56,10.5,1.12,88.57,4.05,10.0,101.84,237.82
CIT-2018-0007,citrus,Letsitele_D,2024-2025,1,B2,11,9,2025-06-11,KM_01,208.16,10.33,1.11,83.19,4.63,11.0,113.54,249.76
CIT-2018-0007,citrus,Letsitele_D,2024-2025,2,B1,5,13,2025-05-31,KM_01,190.83,1.27,0.84,88.26,4.82,7.0,111.59,254.83
CIT-2018-0007,citrus,Letsitele_D,2024-2025,3,B1,10,24,2025-05-31,TM_01,195.34,11.86,1.11,71.81,3.96,5.0,126.73,197.81
CIT-2018-0008,citrus,Letsitele_D,2024-2025,1,B1,8,14,2025-05-20,TM_02,187.33,11.26,1.09,230.26,5.2,6.0,105.23,249.23
CIT-2018-0008,citrus,Letsitele_D,2024-2025,2,B1,11,12,2025-05-19,TM_01,181.13,10.26,0.77,72.02,5.26,6.0,119.37,246.38
CIT-2018-0008,citrus,Letsitele_D,2024-2025,3,B2,14,12,2025-06-04,KM_01,201.68,9.73,0.77,65.29,5.83,11.0,125.56,231.31
CIT-2018-0009,citrus,Letsitele_D,2024-2025,1,B1,8,5,2025-05-09,KM_01,218.11,11.81,1.09,77.84,3.79,9.0,111.99,242.8
CIT-2018-0009,citrus,Letsitele_D,2024-2025,2,B1,14,14,2025-05-17,KM_01,201.24,11.86,1.25,83.9,3.74,6.0,115.96,253.93
CIT-2018-0009,citrus,Letsitele_D,2024-2025,3,B3,5,5,2025-05-31,TM_01,160.13,11.87,0.96,56.89,4.81,8.0,124.85,247.46
CIT-2018-0010,citrus,Letsitele_D,2024-2025,1,B3,7,8,2025-05-23,KM_01,240.84,11.91,1.4,73.1,4.36,6.0,110.04,253.83
CIT-2018-0010,citrus,Letsitele_D,2024-2025,2,B1,9,11,2025-05-26,KM_01,173.69,12.46,1.97,78.13,2.76,6.0,140.77,242.01
CIT-2018-0010,citrus,Letsitele_D,2024-2025,3,B2,3,20,2025-05-26,TM_02,192.16,13.72,1.92,98.61,4.74,10.0,120.29,232.31
CIT-2018-0011,citrus,Letsitele_D,2024-2025,1,B1,4,1,2025-05-02,TM_02,173.09,11.91,1.59,103.27,4.38,9.0,111.52,204.75
CIT-2018-0011,citrus,Letsitele_D,2024-2025,2,B2,13,2,2025-05-03,TM_02,184.61,14.16,1.68,80.62,5.05,6.0,87.46,241.49
CIT-2018-0011,citrus,Letsitele_D,2024-2025,3,B1,9,5,2025-05-10,TM_02,211.21,12.98,2.02,71.93,4.13,6.0,101.29,206.54
CIT-2018-0012,citrus,Letsitele_D,2024-2025,1,B2,14,20,2025-05-23,TM_02,193.26,12.27,1.17,112.97,5.1,8.0,158.51,262.16
CIT-2018-0012,citrus,Letsitele_D,2024-2025,2,B3,2,15,2025-06-08,KM_01,176.89,,1.31,84.63,4.32,7.0,134.76,206.56
CIT-2018-0012,citrus,Letsitele_D,2024-2025,3,B3,12,4,2025-05-17,TM_01,160.96,11.51,1.52,84.53,4.86,10.0,124.49,227.87
CIT-2018-0013,citrus,Letsitele_D,2024-2025,2,B2,3,1,2025-05-22,TM_01,177.13,10.73,1.03,117.37,4.04,13.0,118.62,200.55
CIT-2018-0013,citrus,Letsitele_D,2024-2025,3,B1,9,5,2025-05-23,KM_01,146.79,12.33,1.63,100.34,3.87,11.0,121.58,212.26
CIT-2018-0014,citrus,Letsitele_D,2024-2025,1,B1,10,9,2025-06-05,KM_01,191.6,10.93,1.19,112.92,5.54,15.0,136.91,223.67
CIT-2018-0014,citrus,Letsitele_D,2024-2025,2,B1,12,11,2025-05-01,KM_01,148.1,10.02,1.08,97.44,5.65,12.0,164.23,240.72
CIT-2018-0014,citrus,Letsitele_D,2024-2025,3,B2,4,1,2025-05-18,TM_02,149.81,13.58,0.67,96.63,3.27,12.0,118.79,223.89
CIT-2018-0015,citrus,Letsitele_D,2024-2025,1,B1,6,3,2025-05-20,KM_01,159.01,10.56,1.29,94.97,3.61,4.0,104.71,253.79
CIT-2018-0015,citrus,Letsitele_D,2024-2025,2,B3,8,7,2025-05-05,TM_02,162.61,7.84,1.16,112.35,4.06,10.0,91.34,240.39
