video_id,gloss,split,processed_path,gloss_id
personal_1753366647,black,val,processed_sequences\val\personal_1753366647.npy,7
personal_1753175317,black,val,processed_sequences\val\personal_1753175317.npy,7
personal_1753183487,black,val,processed_sequences\val\personal_1753183487.npy,7
personal_1753085797,black,val,processed_sequences\val\personal_1753085797.npy,7
personal_1753366664,black,test,processed_sequences\test\personal_1753366664.npy,7
personal_1753175348,black,test,processed_sequences\test\personal_1753175348.npy,7
personal_1753175356,black,test,processed_sequences\test\personal_1753175356.npy,7
personal_1753366716,black,test,processed_sequences\test\personal_1753366716.npy,7
personal_1753183496,black,test,processed_sequences\test\personal_1753183496.npy,7
personal_1753366681,black,test,processed_sequences\test\personal_1753366681.npy,7
personal_1753085627,black,test,processed_sequences\test\personal_1753085627.npy,7
personal_1753441017,future,train,processed_sequences\train\personal_1753441017.npy,8
personal_1753441017_aug0,future,train,processed_sequences\train\personal_1753441017_aug0.npy,8
personal_1753441017_aug1,future,train,processed_sequences\train\personal_1753441017_aug1.npy,8
personal_1753441017_aug2,future,train,processed_sequences\train\personal_1753441017_aug2.npy,8
personal_1753441017_aug3,future,train,processed_sequences\train\personal_1753441017_aug3.npy,8
personal_1753441017_aug4,future,train,processed_sequences\train\personal_1753441017_aug4.npy,8
personal_1753441384,future,train,processed_sequences\train\personal_1753441384.npy,8
personal_1753441384_aug0,future,train,processed_sequences\train\personal_1753441384_aug0.npy,8
personal_1753441384_aug1,future,train,processed_sequences\train\personal_1753441384_aug1.npy,8
personal_1753441384_aug2,future,train,processed_sequences\train\personal_1753441384_aug2.npy,8
personal_1753441384_aug3,future,train,processed_sequences\train\personal_1753441384_aug3.npy,8
personal_1753441384_aug4,future,train,processed_sequences\train\personal_1753441384_aug4.npy,8
personal_1753441447,future,train,processed_sequences\train\personal_1753441447.npy,8
personal_1753441447_aug0,future,train,processed_sequences\train\personal_1753441447_aug0.npy,8
personal_1753441447_aug1,future,train,processed_sequences\train\personal_1753441447_aug1.npy,8
personal_1753441447_aug2,future,train,processed_sequences\train\personal_1753441447_aug2.npy,8
personal_1753441447_aug3,future,train,processed_sequences\train\personal_1753441447_aug3.npy,8
personal_1753441447_aug4,future,train,processed_sequences\train\personal_1753441447_aug4.npy,8
personal_1753441193,future,train,processed_sequences\train\personal_1753441193.npy,8
personal_1753441193_aug0,future,train,processed_sequences\train\personal_1753441193_aug0.npy,8
personal_1753441193_aug1,future,train,processed_sequences\train\personal_1753441193_aug1.npy,8
personal_1753441193_aug2,future,train,processed_sequences\train\personal_1753441193_aug2.npy,8
personal_1753441193_aug3,future,train,processed_sequences\train\personal_1753441193_aug3.npy,8
personal_1753441193_aug4,future,train,processed_sequences\train\personal_1753441193_aug4.npy,8
personal_1753441333,future,train,processed_sequences\train\personal_1753441333.npy,8
personal_1753441333_aug0,future,train,processed_sequences\train\personal_1753441333_aug0.npy,8
personal_1753441333_aug1,future,train,processed_sequences\train\personal_1753441333_aug1.npy,8
personal_1753441333_aug2,future,train,processed_sequences\train\personal_1753441333_aug2.npy,8
personal_1753441333_aug3,future,train,processed_sequences\train\personal_1753441333_aug3.npy,8
personal_1753441333_aug4,future,train,processed_sequences\train\personal_1753441333_aug4.npy,8
personal_1753441344,future,train,processed_sequences\train\personal_1753441344.npy,8
personal_1753441344_aug0,future,train,processed_sequences\train\personal_1753441344_aug0.npy,8
personal_1753441344_aug1,future,train,processed_sequences\train\personal_1753441344_aug1.npy,8
personal_1753441344_aug2,future,train,processed_sequences\train\personal_1753441344_aug2.npy,8
personal_1753441344_aug3,future,train,processed_sequences\train\personal_1753441344_aug3.npy,8
personal_1753441344_aug4,future,train,processed_sequences\train\personal_1753441344_aug4.npy,8
personal_1753441147,future,train,processed_sequences\train\personal_1753441147.npy,8
personal_1753441147_aug0,future,train,processed_sequences\train\personal_1753441147_aug0.npy,8
personal_1753441147_aug1,future,train,processed_sequences\train\personal_1753441147_aug1.npy,8
personal_1753441147_aug2,future,train,processed_sequences\train\personal_1753441147_aug2.npy,8
personal_1753441147_aug3,future,train,processed_sequences\train\personal_1753441147_aug3.npy,8
personal_1753441147_aug4,future,train,processed_sequences\train\personal_1753441147_aug4.npy,8
personal_1753441034,future,train,processed_sequences\train\personal_1753441034.npy,8
personal_1753441034_aug0,future,train,processed_sequences\train\personal_1753441034_aug0.npy,8
personal_1753441034_aug1,future,train,processed_sequences\train\personal_1753441034_aug1.npy,8
personal_1753441034_aug2,future,train,processed_sequences\train\personal_1753441034_aug2.npy,8
personal_1753441034_aug3,future,train,processed_sequences\train\personal_1753441034_aug3.npy,8
personal_1753441034_aug4,future,train,processed_sequences\train\personal_1753441034_aug4.npy,8
personal_1753441127,future,train,processed_sequences\train\personal_1753441127.npy,8
personal_1753441127_aug0,future,train,processed_sequences\train\personal_1753441127_aug0.npy,8
personal_1753441127_aug1,future,train,processed_sequences\train\personal_1753441127_aug1.npy,8
personal_1753441127_aug2,future,train,processed_sequences\train\personal_1753441127_aug2.npy,8
personal_1753441127_aug3,future,train,processed_sequences\train\personal_1753441127_aug3.npy,8
personal_1753441127_aug4,future,train,processed_sequences\train\personal_1753441127_aug4.npy,8
personal_1753441203,future,train,processed_sequences\train\personal_1753441203.npy,8
personal_1753441203_aug0,future,train,processed_sequences\train\personal_1753441203_aug0.npy,8
personal_1753441203_aug1,future,train,processed_sequences\train\personal_1753441203_aug1.npy,8
personal_1753441203_aug2,future,train,processed_sequences\train\personal_1753441203_aug2.npy,8
personal_1753441203_aug3,future,train,processed_sequences\train\personal_1753441203_aug3.npy,8
personal_1753441203_aug4,future,train,processed_sequences\train\personal_1753441203_aug4.npy,8
personal_1753441402,future,train,processed_sequences\train\personal_1753441402.npy,8
personal_1753441402_aug0,future,train,processed_sequences\train\personal_1753441402_aug0.npy,8
personal_1753441402_aug1,future,train,processed_sequences\train\personal_1753441402_aug1.npy,8
personal_1753441402_aug2,future,train,processed_sequences\train\personal_1753441402_aug2.npy,8
personal_1753441402_aug3,future,train,processed_sequences\train\personal_1753441402_aug3.npy,8
personal_1753441402_aug4,future,train,processed_sequences\train\personal_1753441402_aug4.npy,8
personal_1753441354,future,train,processed_sequences\train\personal_1753441354.npy,8
personal_1753441354_aug0,future,train,processed_sequences\train\personal_1753441354_aug0.npy,8
personal_1753441354_aug1,future,train,processed_sequences\train\personal_1753441354_aug1.npy,8
personal_1753441354_aug2,future,train,processed_sequences\train\personal_1753441354_aug2.npy,8
personal_1753441354_aug3,future,train,processed_sequences\train\personal_1753441354_aug3.npy,8
personal_1753441354_aug4,future,train,processed_sequences\train\personal_1753441354_aug4.npy,8
personal_1753441076,future,train,processed_sequences\train\personal_1753441076.npy,8
personal_1753441076_aug0,future,train,processed_sequences\train\personal_1753441076_aug0.npy,8
personal_1753441076_aug1,future,train,processed_sequences\train\personal_1753441076_aug1.npy,8
personal_1753441076_aug2,future,train,processed_sequences\train\personal_1753441076_aug2.npy,8
personal_1753441076_aug3,future,train,processed_sequences\train\personal_1753441076_aug3.npy,8
personal_1753441076_aug4,future,train,processed_sequences\train\personal_1753441076_aug4.npy,8
personal_1753441165,future,train,processed_sequences\train\personal_1753441165.npy,8
personal_1753441165_aug0,future,train,processed_sequences\train\personal_1753441165_aug0.npy,8
personal_1753441165_aug1,future,train,processed_sequences\train\personal_1753441165_aug1.npy,8
personal_1753441165_aug2,future,train,processed_sequences\train\personal_1753441165_aug2.npy,8
personal_1753441165_aug3,future,train,processed_sequences\train\personal_1753441165_aug3.npy,8
personal_1753441165_aug4,future,train,processed_sequences\train\personal_1753441165_aug4.npy,8
personal_1753441324,future,train,processed_sequences\train\personal_1753441324.npy,8
personal_1753441324_aug0,future,train,processed_sequences\train\personal_1753441324_aug0.npy,8
personal_1753441324_aug1,future,train,processed_sequences\train\personal_1753441324_aug1.npy,8
personal_1753441324_aug2,future,train,processed_sequences\train\personal_1753441324_aug2.npy,8
personal_1753441324_aug3,future,train,processed_sequences\train\personal_1753441324_aug3.npy,8
personal_1753441324_aug4,future,train,processed_sequences\train\personal_1753441324_aug4.npy,8
personal_1753441247,future,train,processed_sequences\train\personal_1753441247.npy,8
personal_1753441247_aug0,future,train,processed_sequences\train\personal_1753441247_aug0.npy,8
personal_1753441247_aug1,future,train,processed_sequences\train\personal_1753441247_aug1.npy,8
personal_1753441247_aug2,future,train,processed_sequences\train\personal_1753441247_aug2.npy,8
personal_1753441247_aug3,future,train,processed_sequences\train\personal_1753441247_aug3.npy,8
personal_1753441247_aug4,future,train,processed_sequences\train\personal_1753441247_aug4.npy,8
personal_1753441051,future,train,processed_sequences\train\personal_1753441051.npy,8
personal_1753441051_aug0,future,train,processed_sequences\train\personal_1753441051_aug0.npy,8
personal_1753441051_aug1,future,train,processed_sequences\train\personal_1753441051_aug1.npy,8
personal_1753441051_aug2,future,train,processed_sequences\train\personal_1753441051_aug2.npy,8
personal_1753441051_aug3,future,train,processed_sequences\train\personal_1753441051_aug3.npy,8
personal_1753441051_aug4,future,train,processed_sequences\train\personal_1753441051_aug4.npy,8
personal_1753441101,future,train,processed_sequences\train\personal_1753441101.npy,8
personal_1753441101_aug0,future,train,processed_sequences\train\personal_1753441101_aug0.npy,8
personal_1753441101_aug1,future,train,processed_sequences\train\personal_1753441101_aug1.npy,8
personal_1753441101_aug2,future,train,processed_sequences\train\personal_1753441101_aug2.npy,8
personal_1753441101_aug3,future,train,processed_sequences\train\personal_1753441101_aug3.npy,8
personal_1753441101_aug4,future,train,processed_sequences\train\personal_1753441101_aug4.npy,8
personal_1753441411,future,train,processed_sequences\train\personal_1753441411.npy,8
personal_1753441411_aug0,future,train,processed_sequences\train\personal_1753441411_aug0.npy,8
personal_1753441411_aug1,future,train,processed_sequences\train\personal_1753441411_aug1.npy,8
personal_1753441411_aug2,future,train,processed_sequences\train\personal_1753441411_aug2.npy,8
personal_1753441411_aug3,future,train,processed_sequences\train\personal_1753441411_aug3.npy,8
personal_1753441411_aug4,future,train,processed_sequences\train\personal_1753441411_aug4.npy,8
personal_1753441457,future,train,processed_sequences\train\personal_1753441457.npy,8
personal_1753441457_aug0,future,train,processed_sequences\train\personal_1753441457_aug0.npy,8
personal_1753441457_aug1,future,train,processed_sequences\train\personal_1753441457_aug1.npy,8
personal_1753441457_aug2,future,train,processed_sequences\train\personal_1753441457_aug2.npy,8
personal_1753441457_aug3,future,train,processed_sequences\train\personal_1753441457_aug3.npy,8
personal_1753441457_aug4,future,train,processed_sequences\train\personal_1753441457_aug4.npy,8
personal_1753441367,future,train,processed_sequences\train\personal_1753441367.npy,8
personal_1753441367_aug0,future,train,processed_sequences\train\personal_1753441367_aug0.npy,8
personal_1753441367_aug1,future,train,processed_sequences\train\personal_1753441367_aug1.npy,8
personal_1753441367_aug2,future,train,processed_sequences\train\personal_1753441367_aug2.npy,8
personal_1753441367_aug3,future,train,processed_sequences\train\personal_1753441367_aug3.npy,8
personal_1753441367_aug4,future,train,processed_sequences\train\personal_1753441367_aug4.npy,8
personal_1753441276,future,train,processed_sequences\train\personal_1753441276.npy,8
personal_1753441276_aug0,future,train,processed_sequences\train\personal_1753441276_aug0.npy,8
personal_1753441276_aug1,future,train,processed_sequences\train\personal_1753441276_aug1.npy,8
personal_1753441276_aug2,future,train,processed_sequences\train\personal_1753441276_aug2.npy,8
personal_1753441276_aug3,future,train,processed_sequences\train\personal_1753441276_aug3.npy,8
personal_1753441276_aug4,future,train,processed_sequences\train\personal_1753441276_aug4.npy,8
personal_1753441118,future,train,processed_sequences\train\personal_1753441118.npy,8
personal_1753441118_aug0,future,train,processed_sequences\train\personal_1753441118_aug0.npy,8
personal_1753441118_aug1,future,train,processed_sequences\train\personal_1753441118_aug1.npy,8
personal_1753441118_aug2,future,train,processed_sequences\train\personal_1753441118_aug2.npy,8
personal_1753441118_aug3,future,train,processed_sequences\train\personal_1753441118_aug3.npy,8
personal_1753441118_aug4,future,train,processed_sequences\train\personal_1753441118_aug4.npy,8
personal_1753441042,future,train,processed_sequences\train\personal_1753441042.npy,8
personal_1753441042_aug0,future,train,processed_sequences\train\personal_1753441042_aug0.npy,8
personal_1753441042_aug1,future,train,processed_sequences\train\personal_1753441042_aug1.npy,8
personal_1753441042_aug2,future,train,processed_sequences\train\personal_1753441042_aug2.npy,8
personal_1753441042_aug3,future,train,processed_sequences\train\personal_1753441042_aug3.npy,8
personal_1753441042_aug4,future,train,processed_sequences\train\personal_1753441042_aug4.npy,8
personal_1753441429,future,train,processed_sequences\train\personal_1753441429.npy,8
personal_1753441429_aug0,future,train,processed_sequences\train\personal_1753441429_aug0.npy,8
personal_1753441429_aug1,future,train,processed_sequences\train\personal_1753441429_aug1.npy,8
personal_1753441429_aug2,future,train,processed_sequences\train\personal_1753441429_aug2.npy,8
personal_1753441429_aug3,future,train,processed_sequences\train\personal_1753441429_aug3.npy,8
personal_1753441429_aug4,future,train,processed_sequences\train\personal_1753441429_aug4.npy,8
personal_1753441174,future,train,processed_sequences\train\personal_1753441174.npy,8
personal_1753441174_aug0,future,train,processed_sequences\train\personal_1753441174_aug0.npy,8
personal_1753441174_aug1,future,train,processed_sequences\train\personal_1753441174_aug1.npy,8
personal_1753441174_aug2,future,train,processed_sequences\train\personal_1753441174_aug2.npy,8
personal_1753441174_aug3,future,train,processed_sequences\train\personal_1753441174_aug3.npy,8
personal_1753441174_aug4,future,train,processed_sequences\train\personal_1753441174_aug4.npy,8
personal_1753441068,future,train,processed_sequences\train\personal_1753441068.npy,8
personal_1753441068_aug0,future,train,processed_sequences\train\personal_1753441068_aug0.npy,8
personal_1753441068_aug1,future,train,processed_sequences\train\personal_1753441068_aug1.npy,8
personal_1753441068_aug2,future,train,processed_sequences\train\personal_1753441068_aug2.npy,8
personal_1753441068_aug3,future,train,processed_sequences\train\personal_1753441068_aug3.npy,8
personal_1753441068_aug4,future,train,processed_sequences\train\personal_1753441068_aug4.npy,8
personal_1753441266,future,train,processed_sequences\train\personal_1753441266.npy,8
personal_1753441266_aug0,future,train,processed_sequences\train\personal_1753441266_aug0.npy,8
personal_1753441266_aug1,future,train,processed_sequences\train\personal_1753441266_aug1.npy,8
personal_1753441266_aug2,future,train,processed_sequences\train\personal_1753441266_aug2.npy,8
personal_1753441266_aug3,future,train,processed_sequences\train\personal_1753441266_aug3.npy,8
personal_1753441266_aug4,future,train,processed_sequences\train\personal_1753441266_aug4.npy,8
personal_1753441393,future,val,processed_sequences\val\personal_1753441393.npy,8
personal_1753441295,future,val,processed_sequences\val\personal_1753441295.npy,8
personal_1753441420,future,val,processed_sequences\val\personal_1753441420.npy,8
personal_1753441376,future,val,processed_sequences\val\personal_1753441376.npy,8
personal_1753441138,future,val,processed_sequences\val\personal_1753441138.npy,8
personal_1753441224,future,val,processed_sequences\val\personal_1753441224.npy,8
personal_1753441257,future,val,processed_sequences\val\personal_1753441257.npy,8
personal_1753441305,future,test,processed_sequences\test\personal_1753441305.npy,8
personal_1753441156,future,test,processed_sequences\test\personal_1753441156.npy,8
personal_1753441109,future,test,processed_sequences\test\personal_1753441109.npy,8
personal_1753441314,future,test,processed_sequences\test\personal_1753441314.npy,8
personal_1753441059,future,test,processed_sequences\test\personal_1753441059.npy,8
personal_1753441438,future,test,processed_sequences\test\personal_1753441438.npy,8
personal_1753441237,future,test,processed_sequences\test\personal_1753441237.npy,8
personal_1753272611,cat,train,processed_sequences\train\personal_1753272611.npy,9
personal_1753272611_aug0,cat,train,processed_sequences\train\personal_1753272611_aug0.npy,9
personal_1753272611_aug1,cat,train,processed_sequences\train\personal_1753272611_aug1.npy,9
personal_1753272611_aug2,cat,train,processed_sequences\train\personal_1753272611_aug2.npy,9
personal_1753272611_aug3,cat,train,processed_sequences\train\personal_1753272611_aug3.npy,9
personal_1753272611_aug4,cat,train,processed_sequences\train\personal_1753272611_aug4.npy,9
personal_1753263193,cat,train,processed_sequences\train\personal_1753263193.npy,9
personal_1753263193_aug0,cat,train,processed_sequences\train\personal_1753263193_aug0.npy,9
personal_1753263193_aug1,cat,train,processed_sequences\train\personal_1753263193_aug1.npy,9
personal_1753263193_aug2,cat,train,processed_sequences\train\personal_1753263193_aug2.npy,9
personal_1753263193_aug3,cat,train,processed_sequences\train\personal_1753263193_aug3.npy,9
personal_1753263193_aug4,cat,train,processed_sequences\train\personal_1753263193_aug4.npy,9
personal_1753263101,cat,train,processed_sequences\train\personal_1753263101.npy,9
personal_1753263101_aug0,cat,train,processed_sequences\train\personal_1753263101_aug0.npy,9
personal_1753263101_aug1,cat,train,processed_sequences\train\personal_1753263101_aug1.npy,9
personal_1753263101_aug2,cat,train,processed_sequences\train\personal_1753263101_aug2.npy,9
personal_1753263101_aug3,cat,train,processed_sequences\train\personal_1753263101_aug3.npy,9
personal_1753263101_aug4,cat,train,processed_sequences\train\personal_1753263101_aug4.npy,9
personal_1753263285,cat,train,processed_sequences\train\personal_1753263285.npy,9
personal_1753263285_aug0,cat,train,processed_sequences\train\personal_1753263285_aug0.npy,9
personal_1753263285_aug1,cat,train,processed_sequences\train\personal_1753263285_aug1.npy,9
personal_1753263285_aug2,cat,train,processed_sequences\train\personal_1753263285_aug2.npy,9
personal_1753263285_aug3,cat,train,processed_sequences\train\personal_1753263285_aug3.npy,9
personal_1753263285_aug4,cat,train,processed_sequences\train\personal_1753263285_aug4.npy,9
personal_1753172335,cat,train,processed_sequences\train\personal_1753172335.npy,9
personal_1753172335_aug0,cat,train,processed_sequences\train\personal_1753172335_aug0.npy,9
personal_1753172335_aug1,cat,train,processed_sequences\train\personal_1753172335_aug1.npy,9
personal_1753172335_aug2,cat,train,processed_sequences\train\personal_1753172335_aug2.npy,9
personal_1753172335_aug3,cat,train,processed_sequences\train\personal_1753172335_aug3.npy,9
personal_1753172335_aug4,cat,train,processed_sequences\train\personal_1753172335_aug4.npy,9
personal_1753263033,cat,train,processed_sequences\train\personal_1753263033.npy,9
personal_1753263033_aug0,cat,train,processed_sequences\train\personal_1753263033_aug0.npy,9
personal_1753263033_aug1,cat,train,processed_sequences\train\personal_1753263033_aug1.npy,9
personal_1753263033_aug2,cat,train,processed_sequences\train\personal_1753263033_aug2.npy,9
personal_1753263033_aug3,cat,train,processed_sequences\train\personal_1753263033_aug3.npy,9
personal_1753263033_aug4,cat,train,processed_sequences\train\personal_1753263033_aug4.npy,9
personal_1753087115,cat,train,processed_sequences\train\personal_1753087115.npy,9
personal_1753087115_aug0,cat,train,processed_sequences\train\personal_1753087115_aug0.npy,9
personal_1753087115_aug1,cat,train,processed_sequences\train\personal_1753087115_aug1.npy,9
personal_1753087115_aug2,cat,train,processed_sequences\train\personal_1753087115_aug2.npy,9
personal_1753087115_aug3,cat,train,processed_sequences\train\personal_1753087115_aug3.npy,9
personal_1753087115_aug4,cat,train,processed_sequences\train\personal_1753087115_aug4.npy,9
personal_1753263155,cat,train,processed_sequences\train\personal_1753263155.npy,9
personal_1753263155_aug0,cat,train,processed_sequences\train\personal_1753263155_aug0.npy,9
personal_1753263155_aug1,cat,train,processed_sequences\train\personal_1753263155_aug1.npy,9
personal_1753263155_aug2,cat,train,processed_sequences\train\personal_1753263155_aug2.npy,9
personal_1753263155_aug3,cat,train,processed_sequences\train\personal_1753263155_aug3.npy,9
personal_1753263155_aug4,cat,train,processed_sequences\train\personal_1753263155_aug4.npy,9
personal_1753263331,cat,train,processed_sequences\train\personal_1753263331.npy,9
personal_1753263331_aug0,cat,train,processed_sequences\train\personal_1753263331_aug0.npy,9
personal_1753263331_aug1,cat,train,processed_sequences\train\personal_1753263331_aug1.npy,9
personal_1753263331_aug2,cat,train,processed_sequences\train\personal_1753263331_aug2.npy,9
personal_1753263331_aug3,cat,train,processed_sequences\train\personal_1753263331_aug3.npy,9
personal_1753263331_aug4,cat,train,processed_sequences\train\personal_1753263331_aug4.npy,9
personal_1753272785,cat,train,processed_sequences\train\personal_1753272785.npy,9
personal_1753272785_aug0,cat,train,processed_sequences\train\personal_1753272785_aug0.npy,9
personal_1753272785_aug1,cat,train,processed_sequences\train\personal_1753272785_aug1.npy,9
personal_1753272785_aug2,cat,train,processed_sequences\train\personal_1753272785_aug2.npy,9
personal_1753272785_aug3,cat,train,processed_sequences\train\personal_1753272785_aug3.npy,9
personal_1753272785_aug4,cat,train,processed_sequences\train\personal_1753272785_aug4.npy,9
personal_1753172399,cat,train,processed_sequences\train\personal_1753172399.npy,9
personal_1753172399_aug0,cat,train,processed_sequences\train\personal_1753172399_aug0.npy,9
personal_1753172399_aug1,cat,train,processed_sequences\train\personal_1753172399_aug1.npy,9
personal_1753172399_aug2,cat,train,processed_sequences\train\personal_1753172399_aug2.npy,9
personal_1753172399_aug3,cat,train,processed_sequences\train\personal_1753172399_aug3.npy,9
personal_1753172399_aug4,cat,train,processed_sequences\train\personal_1753172399_aug4.npy,9
personal_1753172430,cat,train,processed_sequences\train\personal_1753172430.npy,9
personal_1753172430_aug0,cat,train,processed_sequences\train\personal_1753172430_aug0.npy,9
personal_1753172430_aug1,cat,train,processed_sequences\train\personal_1753172430_aug1.npy,9
personal_1753172430_aug2,cat,train,processed_sequences\train\personal_1753172430_aug2.npy,9
personal_1753172430_aug3,cat,train,processed_sequences\train\personal_1753172430_aug3.npy,9
personal_1753172430_aug4,cat,train,processed_sequences\train\personal_1753172430_aug4.npy,9
personal_1753087089,cat,train,processed_sequences\train\personal_1753087089.npy,9
personal_1753087089_aug0,cat,train,processed_sequences\train\personal_1753087089_aug0.npy,9
personal_1753087089_aug1,cat,train,processed_sequences\train\personal_1753087089_aug1.npy,9
personal_1753087089_aug2,cat,train,processed_sequences\train\personal_1753087089_aug2.npy,9
personal_1753087089_aug3,cat,train,processed_sequences\train\personal_1753087089_aug3.npy,9
personal_1753087089_aug4,cat,train,processed_sequences\train\personal_1753087089_aug4.npy,9
personal_1753206359,cat,train,processed_sequences\train\personal_1753206359.npy,9
personal_1753206359_aug0,cat,train,processed_sequences\train\personal_1753206359_aug0.npy,9
personal_1753206359_aug1,cat,train,processed_sequences\train\personal_1753206359_aug1.npy,9
personal_1753206359_aug2,cat,train,processed_sequences\train\personal_1753206359_aug2.npy,9
personal_1753206359_aug3,cat,train,processed_sequences\train\personal_1753206359_aug3.npy,9
personal_1753206359_aug4,cat,train,processed_sequences\train\personal_1753206359_aug4.npy,9
personal_1753172462,cat,train,processed_sequences\train\personal_1753172462.npy,9
personal_1753172462_aug0,cat,train,processed_sequences\train\personal_1753172462_aug0.npy,9
personal_1753172462_aug1,cat,train,processed_sequences\train\personal_1753172462_aug1.npy,9
personal_1753172462_aug2,cat,train,processed_sequences\train\personal_1753172462_aug2.npy,9
personal_1753172462_aug3,cat,train,processed_sequences\train\personal_1753172462_aug3.npy,9
personal_1753172462_aug4,cat,train,processed_sequences\train\personal_1753172462_aug4.npy,9
personal_1753263313,cat,train,processed_sequences\train\personal_1753263313.npy,9
personal_1753263313_aug0,cat,train,processed_sequences\train\personal_1753263313_aug0.npy,9
personal_1753263313_aug1,cat,train,processed_sequences\train\personal_1753263313_aug1.npy,9
personal_1753263313_aug2,cat,train,processed_sequences\train\personal_1753263313_aug2.npy,9
personal_1753263313_aug3,cat,train,processed_sequences\train\personal_1753263313_aug3.npy,9
personal_1753263313_aug4,cat,train,processed_sequences\train\personal_1753263313_aug4.npy,9
personal_1753172363,cat,train,processed_sequences\train\personal_1753172363.npy,9
personal_1753172363_aug0,cat,train,processed_sequences\train\personal_1753172363_aug0.npy,9
personal_1753172363_aug1,cat,train,processed_sequences\train\personal_1753172363_aug1.npy,9
personal_1753172363_aug2,cat,train,processed_sequences\train\personal_1753172363_aug2.npy,9
personal_1753172363_aug3,cat,train,processed_sequences\train\personal_1753172363_aug3.npy,9
personal_1753172363_aug4,cat,train,processed_sequences\train\personal_1753172363_aug4.npy,9
personal_1753272817,cat,train,processed_sequences\train\personal_1753272817.npy,9
personal_1753272817_aug0,cat,train,processed_sequences\train\personal_1753272817_aug0.npy,9
personal_1753272817_aug1,cat,train,processed_sequences\train\personal_1753272817_aug1.npy,9
personal_1753272817_aug2,cat,train,processed_sequences\train\personal_1753272817_aug2.npy,9
personal_1753272817_aug3,cat,train,processed_sequences\train\personal_1753272817_aug3.npy,9
personal_1753272817_aug4,cat,train,processed_sequences\train\personal_1753272817_aug4.npy,9
personal_1753172390,cat,train,processed_sequences\train\personal_1753172390.npy,9
personal_1753172390_aug0,cat,train,processed_sequences\train\personal_1753172390_aug0.npy,9
personal_1753172390_aug1,cat,train,processed_sequences\train\personal_1753172390_aug1.npy,9
personal_1753172390_aug2,cat,train,processed_sequences\train\personal_1753172390_aug2.npy,9
personal_1753172390_aug3,cat,train,processed_sequences\train\personal_1753172390_aug3.npy,9
personal_1753172390_aug4,cat,train,processed_sequences\train\personal_1753172390_aug4.npy,9
personal_1753206412,cat,train,processed_sequences\train\personal_1753206412.npy,9
personal_1753206412_aug0,cat,train,processed_sequences\train\personal_1753206412_aug0.npy,9
personal_1753206412_aug1,cat,train,processed_sequences\train\personal_1753206412_aug1.npy,9
personal_1753206412_aug2,cat,train,processed_sequences\train\personal_1753206412_aug2.npy,9
personal_1753206412_aug3,cat,train,processed_sequences\train\personal_1753206412_aug3.npy,9
personal_1753206412_aug4,cat,train,processed_sequences\train\personal_1753206412_aug4.npy,9
personal_1753263211,cat,train,processed_sequences\train\personal_1753263211.npy,9
personal_1753263211_aug0,cat,train,processed_sequences\train\personal_1753263211_aug0.npy,9
personal_1753263211_aug1,cat,train,processed_sequences\train\personal_1753263211_aug1.npy,9
personal_1753263211_aug2,cat,train,processed_sequences\train\personal_1753263211_aug2.npy,9
personal_1753263211_aug3,cat,train,processed_sequences\train\personal_1753263211_aug3.npy,9
personal_1753263211_aug4,cat,train,processed_sequences\train\personal_1753263211_aug4.npy,9
personal_1753172418,cat,train,processed_sequences\train\personal_1753172418.npy,9
personal_1753172418_aug0,cat,train,processed_sequences\train\personal_1753172418_aug0.npy,9
personal_1753172418_aug1,cat,train,processed_sequences\train\personal_1753172418_aug1.npy,9
personal_1753172418_aug2,cat,train,processed_sequences\train\personal_1753172418_aug2.npy,9
personal_1753172418_aug3,cat,train,processed_sequences\train\personal_1753172418_aug3.npy,9
personal_1753172418_aug4,cat,train,processed_sequences\train\personal_1753172418_aug4.npy,9
personal_1753206395,cat,train,processed_sequences\train\personal_1753206395.npy,9
personal_1753206395_aug0,cat,train,processed_sequences\train\personal_1753206395_aug0.npy,9
personal_1753206395_aug1,cat,train,processed_sequences\train\personal_1753206395_aug1.npy,9
personal_1753206395_aug2,cat,train,processed_sequences\train\personal_1753206395_aug2.npy,9
personal_1753206395_aug3,cat,train,processed_sequences\train\personal_1753206395_aug3.npy,9
personal_1753206395_aug4,cat,train,processed_sequences\train\personal_1753206395_aug4.npy,9
personal_1753172306,cat,train,processed_sequences\train\personal_1753172306.npy,9
personal_1753172306_aug0,cat,train,processed_sequences\train\personal_1753172306_aug0.npy,9
personal_1753172306_aug1,cat,train,processed_sequences\train\personal_1753172306_aug1.npy,9
personal_1753172306_aug2,cat,train,processed_sequences\train\personal_1753172306_aug2.npy,9
personal_1753172306_aug3,cat,train,processed_sequences\train\personal_1753172306_aug3.npy,9
personal_1753172306_aug4,cat,train,processed_sequences\train\personal_1753172306_aug4.npy,9
personal_1753087124,cat,train,processed_sequences\train\personal_1753087124.npy,9
personal_1753087124_aug0,cat,train,processed_sequences\train\personal_1753087124_aug0.npy,9
personal_1753087124_aug1,cat,train,processed_sequences\train\personal_1753087124_aug1.npy,9
personal_1753087124_aug2,cat,train,processed_sequences\train\personal_1753087124_aug2.npy,9
personal_1753087124_aug3,cat,train,processed_sequences\train\personal_1753087124_aug3.npy,9
personal_1753087124_aug4,cat,train,processed_sequences\train\personal_1753087124_aug4.npy,9
personal_1753172470,cat,train,processed_sequences\train\personal_1753172470.npy,9
